chr	start	end	cell_id	state	copy
1	41500001	4.2e+07	2N A	2	2.75902675332644
1	42000001	42500000	2N A	2	2.03190264840231
1	42500001	4.3e+07	2N A	2	1.89553757404404
1	43000001	43500000	2N A	2	1.9542858973675
1	43500001	4.4e+07	2N A	2	1.91344225405507
1	44000001	44500000	2N A	2	2.32561151824205
1	44500001	4.5e+07	2N A	3	2.9227594099437
1	45000001	45500000	2N A	3	2.96333409202193
1	45500001	4.6e+07	2N A	3	2.82712508865323
1	46000001	46500000	2N A	3	2.81130661525587
1	46500001	4.7e+07	2N A	3	2.84311496717976
1	47000001	47500000	2N A	3	2.87288959818396
1	47500001	4.8e+07	2N A	3	2.82961302840376
1	48000001	48500000	2N A	3	3.03986588804997
1	48500001	4.9e+07	2N A	3	2.79521242606759
1	49000001	49500000	2N A	3	3.01172148227803
1	49500001	5e+07	2N A	3	3.10335264408632
1	50000001	50500000	2N A	3	3.80641706434009
1	50500001	5.1e+07	2N A	3	3.79247127192497
1	51000001	51500000	2N A	3	3.55038554509834
1	51500001	5.2e+07	2N A	2	2.01515943001859
1	52000001	52500000	2N A	2	2.28697835384885
1	52500001	5.3e+07	2N A	2	1.96767296823374
1	53000001	53500000	2N A	2	1.93856480753377
1	53500001	5.4e+07	2N A	2	1.99063724386798
1	54000001	54500000	2N A	3	2.78288772657589
1	54500001	5.5e+07	2N A	3	4.78339803160959
1	55000001	55500000	2N A	3	3.25423339625609
1	55500001	5.6e+07	2N A	3	3.00249410666656
1	56000001	56500000	2N A	3	2.98885038487272
1	56500001	5.7e+07	2N A	3	2.98646477126513
1	57000001	57500000	2N A	3	3.05666107902967
1	57500001	5.8e+07	2N A	3	2.96003227314907
1	58000001	58500000	2N A	3	2.87644351070221
1	58500001	5.9e+07	2N A	2	1.96545285341529
1	59000001	59500000	2N A	2	2.00079444851564
1	59500001	6e+07	2N A	2	1.9772125257041
1	60000001	60500000	2N A	2	1.98622226902537
1	60500001	6.1e+07	2N A	2	1.98884040746625
1	61000001	61500000	2N A	2	1.9631648128857
1	61500001	6.2e+07	2N A	2	1.94006064892383
1	62000001	62500000	2N A	2	1.98015297638802
1	62500001	6.3e+07	2N A	2	1.98664943210165
1	63000001	63500000	2N A	2	1.96779583159091
1	63500001	6.4e+07	2N A	2	1.84405742276344
1	64000001	64500000	2N A	2	2.72380343795099
1	64500001	6.5e+07	2N A	2	1.88973286546613
1	65000001	65500000	2N A	2	1.97926172892132
1	65500001	6.6e+07	2N A	2	1.93980697718273
1	66000001	66500000	2N A	2	1.8817097100547
1	66500001	6.7e+07	2N A	2	2.00581225555246
1	67000001	67500000	2N A	2	1.97052242658276
1	67500001	6.8e+07	2N A	2	1.976236093287
1	68000001	68500000	2N A	2	1.97819666620257
1	68500001	6.9e+07	2N A	2	2.59865204805767
1	69000001	69500000	2N A	2	1.88420647234339
1	69500001	7e+07	2N A	2	1.90221597110888
1	70000001	70500000	2N A	2	1.94710331289609
1	70500001	7.1e+07	2N A	2	1.91963679704733
1	71000001	71500000	2N A	2	2.07956768297257
1	71500001	7.2e+07	2N A	2	1.93434794071917
1	72000001	72500000	2N A	2	2.12198434413454
1	72500001	7.3e+07	2N A	2	1.86941655374736
1	73000001	73500000	2N A	2	2.04130539774177
1	73500001	7.4e+07	2N A	2	2.01845992502883
1	74000001	74500000	2N A	2	2.02606088491236
1	74500001	7.5e+07	2N A	2	1.95034094093785
1	75000001	75500000	2N A	2	1.99372183640321
1	75500001	7.6e+07	2N A	2	2.04587978682815
1	76000001	76500000	2N A	2	1.97838072725066
1	76500001	7.7e+07	2N A	2	1.89863664385348
1	77000001	77500000	2N A	2	1.98284555059086
1	77500001	7.8e+07	2N A	2	2.02933092200115
1	78000001	78500000	2N A	2	1.8600269832552
1	78500001	7.9e+07	2N A	2	2.21501714563302
1	79000001	79500000	2N A	3	2.94469877779286
1	79500001	8e+07	2N A	3	3.0583520569568
1	80000001	80500000	2N A	3	3.06887993799421
1	80500001	8.1e+07	2N A	3	3.11189996447534
1	81000001	81500000	2N A	3	2.96355522569578
1	81500001	8.2e+07	2N A	3	2.97740026924271
1	82000001	82500000	2N A	3	2.66306864393378
1	82500001	8.3e+07	2N A	2	1.92756737930842
1	83000001	83500000	2N A	2	1.97099609946779
1	83500001	8.4e+07	2N A	2	1.86619856334885
1	84000001	84500000	2N A	2	2.01740297993471
1	84500001	8.5e+07	2N A	3	2.70928236920182
1	85000001	85500000	2N A	3	2.98427319174679
1	85500001	8.6e+07	2N A	3	2.97569733242656
1	86000001	86500000	2N A	3	2.91958477385188
1	86500001	8.7e+07	2N A	3	2.8453127894845
1	87000001	87500000	2N A	3	2.84176662800761
1	87500001	8.8e+07	2N A	3	2.96058289213732
1	88000001	88500000	2N A	3	2.98873424248328
1	88500001	8.9e+07	2N A	2	2.11971216440325
1	89000001	89500000	2N A	2	2.02138792839958
1	89500001	9e+07	2N A	2	1.93752984137301
1	90000001	90500000	2N A	2	1.91824851657419
1	90500001	9.1e+07	2N A	2	2.03588719145004
1	91000001	91500000	2N A	2	2.0003438024044
1	91500001	9.2e+07	2N A	2	2.01503820656142
1	92000001	92500000	2N A	2	1.96685137300916
1	92500001	9.3e+07	2N A	2	1.9391786412841
1	93000001	93500000	2N A	2	1.94014449620738
1	93500001	9.4e+07	2N A	2	1.95250868513597
1	94000001	94500000	2N A	2	2.02819654946803
1	94500001	9.5e+07	2N A	2	2.00923114560074
1	95000001	95500000	2N A	2	2.12509415211912
1	95500001	9.6e+07	2N A	2	1.98943193578306
1	96000001	96500000	2N A	2	2.02322347393631
1	96500001	9.7e+07	2N A	2	2.01852989518152
1	97000001	97500000	2N A	2	1.88361869773047
1	97500001	9.8e+07	2N A	2	1.92232698217665
1	98000001	98500000	2N A	2	2.03772897623237
1	98500001	9.9e+07	2N A	2	1.95031941490861
1	99000001	99500000	2N A	2	1.9411338334987
1	99500001	1e+08	2N A	2	1.89254250122467
1	100000001	100500000	2N A	2	1.89147264626271
1	100500001	1.01e+08	2N A	2	1.95694379543599
1	101000001	101500000	2N A	2	2.04986123298988
1	101500001	1.02e+08	2N A	2	1.98997995502038
1	102000001	102500000	2N A	2	2.13996978195482
1	102500001	1.03e+08	2N A	2	2.01546094602786
1	103000001	103500000	2N A	2	2.05557948009355
1	103500001	1.04e+08	2N A	2	NA
1	104000001	104500000	2N A	2	1.35880518011662
1	104500001	1.05e+08	2N A	2	1.98140656441075
1	105000001	105500000	2N A	2	1.99071481634432
1	105500001	1.06e+08	2N A	2	2.20741070717646
1	106000001	106500000	2N A	2	2.05467899902992
1	106500001	1.07e+08	2N A	2	2.07302103310409
1	107000001	107500000	2N A	2	2.05334800924181
1	107500001	1.08e+08	2N A	2	2.01122408665255
1	108000001	108500000	2N A	2	1.97726674536549
1	108500001	1.09e+08	2N A	2	1.35985239611298
1	109000001	109500000	2N A	2	1.84999163777296
1	109500001	1.1e+08	2N A	2	1.94376074554379
1	110000001	110500000	2N A	2	1.92601231111676
1	110500001	1.11e+08	2N A	2	1.95813404735838
1	111000001	111500000	2N A	2	1.92231945429809
1	111500001	1.12e+08	2N A	2	1.95470419220343
1	112000001	112500000	2N A	2	1.93084490179372
1	112500001	1.13e+08	2N A	2	1.98262153807522
1	113000001	113500000	2N A	2	1.85319679758997
1	113500001	1.14e+08	2N A	2	1.88012249696502
1	114000001	114500000	2N A	2	1.9219542992694
1	114500001	1.15e+08	2N A	2	2.01385303656174
1	115000001	115500000	2N A	2	1.92503092503417
1	115500001	1.16e+08	2N A	2	1.96222146928692
1	116000001	116500000	2N A	2	1.96315300859199
1	116500001	1.17e+08	2N A	2	1.9512688440933
1	117000001	117500000	2N A	2	1.99815945610691
1	117500001	1.18e+08	2N A	2	1.96788205720469
1	118000001	118500000	2N A	2	2.01151028465341
1	118500001	1.19e+08	2N A	2	2.04896382457508
1	119000001	119500000	2N A	2	1.94826663870858
1	119500001	1.2e+08	2N A	2	1.92014716647882
1	120000001	120500000	2N A	2	1.99713071490716
1	120500001	1.21e+08	2N A	2	NA
1	121000001	121500000	2N A	2	NA
1	121500001	1.22e+08	2N A	2	NA
1	122000001	122500000	2N A	2	NA
1	122500001	1.23e+08	2N A	2	NA
1	123000001	123500000	2N A	2	NA
1	123500001	1.24e+08	2N A	2	NA
1	124000001	124500000	2N A	2	NA
1	124500001	1.25e+08	2N A	2	NA
1	125000001	125500000	2N A	2	NA
1	125500001	1.26e+08	2N A	2	NA
1	126000001	126500000	2N A	2	NA
1	126500001	1.27e+08	2N A	2	NA
1	127000001	127500000	2N A	2	NA
1	127500001	1.28e+08	2N A	2	NA
1	128000001	128500000	2N A	2	NA
1	128500001	1.29e+08	2N A	2	NA
1	129000001	129500000	2N A	2	NA
1	129500001	1.3e+08	2N A	2	NA
1	130000001	130500000	2N A	2	NA
1	130500001	1.31e+08	2N A	2	NA
1	131000001	131500000	2N A	2	NA
1	131500001	1.32e+08	2N A	2	NA
1	132000001	132500000	2N A	2	NA
1	132500001	1.33e+08	2N A	2	NA
1	133000001	133500000	2N A	2	NA
1	133500001	1.34e+08	2N A	2	NA
1	134000001	134500000	2N A	2	NA
1	134500001	1.35e+08	2N A	2	NA
1	135000001	135500000	2N A	2	NA
1	135500001	1.36e+08	2N A	2	NA
1	136000001	136500000	2N A	2	NA
1	136500001	1.37e+08	2N A	2	NA
1	137000001	137500000	2N A	2	NA
1	137500001	1.38e+08	2N A	2	NA
1	138000001	138500000	2N A	2	NA
1	138500001	1.39e+08	2N A	2	NA
1	139000001	139500000	2N A	2	NA
1	139500001	1.4e+08	2N A	2	NA
1	140000001	140500000	2N A	2	NA
1	140500001	1.41e+08	2N A	2	NA
1	141000001	141500000	2N A	2	NA
1	141500001	1.42e+08	2N A	2	NA
1	142000001	142500000	2N A	2	NA
1	142500001	1.43e+08	2N A	2	NA
1	143000001	143500000	2N A	2	NA
1	143500001	1.44e+08	2N A	2	NA
1	144000001	144500000	2N A	2	NA
1	144500001	1.45e+08	2N A	2	NA
1	145000001	145500000	2N A	2	3.2428654292732
1	145500001	1.46e+08	2N A	2	NA
1	146000001	146500000	2N A	2	NA
1	146500001	1.47e+08	2N A	2	1.99103391458982
1	147000001	147500000	2N A	2	1.71551483655679
1	147500001	1.48e+08	2N A	2	0.554716172765702
1	148000001	148500000	2N A	2	NA
1	148500001	1.49e+08	2N A	2	NA
1	149000001	149500000	2N A	2	NA
1	149500001	1.5e+08	2N A	2	NA
1	150000001	150500000	2N A	2	1.90483381007109
1	150500001	1.51e+08	2N A	2	1.89721175599866
1	151000001	151500000	2N A	2	1.9656427514317
1	151500001	1.52e+08	2N A	3	2.56230083314103
1	152000001	152500000	2N A	3	2.9330138374769
1	152500001	1.53e+08	2N A	3	2.79956932414976
1	153000001	153500000	2N A	3	3.46593684201957
1	153500001	1.54e+08	2N A	4	4.30999328897242
1	154000001	154500000	2N A	4	4.33180800538124
1	154500001	1.55e+08	2N A	4	4.51958230454652
1	155000001	155500000	2N A	4	4.43136526703536
1	155500001	1.56e+08	2N A	4	4.70514080909159
1	156000001	156500000	2N A	4	4.58116748489197
1	156500001	1.57e+08	2N A	4	4.1049914737862
1	157000001	157500000	2N A	4	3.85020596903686
1	157500001	1.58e+08	2N A	4	2.92528892387989
1	158000001	158500000	2N A	4	2.87266286680801
1	158500001	1.59e+08	2N A	4	2.87203821460807
1	159000001	159500000	2N A	4	3.76804833093338
1	159500001	1.6e+08	2N A	4	3.86914151597726
1	160000001	160500000	2N A	4	4.53156071674513
1	160500001	1.61e+08	2N A	4	4.44487296511083
1	161000001	161500000	2N A	4	5.21379468087462
1	161500001	1.62e+08	2N A	3	3.20327958128103
1	162000001	162500000	2N A	3	3.18193278544893
1	162500001	1.63e+08	2N A	3	3.91803044575715
1	163000001	163500000	2N A	3	3.02280184716925
1	163500001	1.64e+08	2N A	2	2.03030069588133
1	164000001	164500000	2N A	2	1.95133974452451
1	164500001	1.65e+08	2N A	2	2.04351323752534
1	165000001	165500000	2N A	2	2.01771186352291
1	165500001	1.66e+08	2N A	2	1.93800375693247
1	166000001	166500000	2N A	2	1.95562201874612
1	166500001	1.67e+08	2N A	2	1.94179420704023
1	167000001	167500000	2N A	2	1.8783532609428
1	167500001	1.68e+08	2N A	2	1.96900793345833
1	168000001	168500000	2N A	2	1.99148238834894
1	168500001	1.69e+08	2N A	2	1.99108788168605
1	169000001	169500000	2N A	2	1.95399463514446
1	169500001	1.7e+08	2N A	2	1.93167422572387
1	170000001	170500000	2N A	2	1.91795472533377
1	170500001	1.71e+08	2N A	2	1.91536206632555
1	171000001	171500000	2N A	2	1.9652247338981
1	171500001	1.72e+08	2N A	2	1.98060938473093
1	172000001	172500000	2N A	2	1.99532543435794
1	172500001	1.73e+08	2N A	2	1.9781645627984
1	173000001	173500000	2N A	2	2.01461029939672
1	173500001	1.74e+08	2N A	2	1.94245421118224
1	174000001	174500000	2N A	2	1.85982370767327
1	174500001	1.75e+08	2N A	2	1.89088553307865
1	175000001	175500000	2N A	2	2.20547857434173
1	175500001	1.76e+08	2N A	2	2.46371068943068
1	176000001	176500000	2N A	2	1.90098851923128
1	176500001	1.77e+08	2N A	2	1.9675751314894
1	177000001	177500000	2N A	2	2.03802428050651
1	177500001	1.78e+08	2N A	2	2.05593331982511
1	178000001	178500000	2N A	2	1.88670484666596
1	178500001	1.79e+08	2N A	2	1.93892940846646
1	179000001	179500000	2N A	2	1.89081098587573
1	179500001	1.8e+08	2N A	2	2.13193855448216
1	180000001	180500000	2N A	2	2.49364428327663
1	180500001	1.81e+08	2N A	3	2.85162144447729
1	181000001	181500000	2N A	3	2.91713773217949
1	181500001	1.82e+08	2N A	3	2.54893492269829
1	182000001	182500000	2N A	2	1.986518811056
1	182500001	1.83e+08	2N A	2	1.96342191856837
1	183000001	183500000	2N A	2	2.00359642950985
1	183500001	1.84e+08	2N A	2	2.08691194815011
1	184000001	184500000	2N A	2	1.98811263128907
1	184500001	1.85e+08	2N A	2	2.00849400182461
1	185000001	185500000	2N A	2	1.93089510010309
1	185500001	1.86e+08	2N A	2	1.98109228186214
1	186000001	186500000	2N A	2	2.08219935651044
1	186500001	1.87e+08	2N A	2	1.98596309223714
1	187000001	187500000	2N A	2	1.97801522302175
1	187500001	1.88e+08	2N A	2	1.96816683093022
1	188000001	188500000	2N A	2	2.18118400524379
1	188500001	1.89e+08	2N A	2	2.08815431183641
1	189000001	189500000	2N A	2	2.14619305853921
1	189500001	1.9e+08	2N A	2	2.44320988886797
1	190000001	190500000	2N A	2	2.25971887602121
1	190500001	1.91e+08	2N A	2	2.14659792495332
1	191000001	191500000	2N A	2	2.08054012462659
1	191500001	1.92e+08	2N A	2	2.05516968652149
1	192000001	192500000	2N A	2	1.96798413580715
1	192500001	1.93e+08	2N A	2	1.92821385617067
1	193000001	193500000	2N A	2	1.99990045204189
1	193500001	1.94e+08	2N A	2	1.91322171901574
1	194000001	194500000	2N A	2	2.1253449055535
1	194500001	1.95e+08	2N A	2	2.21446379796163
1	195000001	195500000	2N A	2	2.16579211352148
1	195500001	1.96e+08	2N A	3	2.66463236166003
1	196000001	196500000	2N A	3	2.92571482244561
1	196500001	1.97e+08	2N A	3	2.51516937364262
1	197000001	197500000	2N A	3	3.00879513629112
1	197500001	1.98e+08	2N A	3	2.81365959116825
1	198000001	198500000	2N A	3	2.89021245340921
1	198500001	1.99e+08	2N A	3	3.0002268342538
1	199000001	199500000	2N A	2	2.04284568837003
1	199500001	2e+08	2N A	2	1.89383039771089
1	200000001	200500000	2N A	2	1.94151809644231
1	200500001	2.01e+08	2N A	2	1.86908735413409
1	201000001	201500000	2N A	2	1.95249017200689
1	201500001	2.02e+08	2N A	2	1.97696972360295
1	202000001	202500000	2N A	2	1.95153830899355
1	202500001	2.03e+08	2N A	2	1.90724412027085
1	203000001	203500000	2N A	2	1.9957994238946
1	203500001	2.04e+08	2N A	3	2.61439574524691
1	204000001	204500000	2N A	3	3.10010073593615
1	204500001	2.05e+08	2N A	3	4.69713396496997
1	205000001	205500000	2N A	3	4.77471255404032
1	205500001	2.06e+08	2N A	3	NA
1	206000001	206500000	2N A	3	NA
1	206500001	2.07e+08	2N A	3	2.89104559896289
1	207000001	207500000	2N A	3	2.9389487985103
1	207500001	2.08e+08	2N A	3	2.5777809372025
1	208000001	208500000	2N A	2	2.01134248855615
1	208500001	2.09e+08	2N A	2	2.04295117633586
1	209000001	209500000	2N A	2	1.98070918187626
1	209500001	2.1e+08	2N A	2	2.0351229205388
1	210000001	210500000	2N A	2	1.93696957868968
1	210500001	2.11e+08	2N A	2	2.08949086987126
1	211000001	211500000	2N A	2	1.91183153023103
1	211500001	2.12e+08	2N A	2	1.95394967715821
1	212000001	212500000	2N A	2	1.91537204838045
1	212500001	2.13e+08	2N A	2	1.91581103623482
1	213000001	213500000	2N A	2	1.94258429407163
1	213500001	2.14e+08	2N A	2	2.09466615664134
1	214000001	214500000	2N A	2	1.95138942504947
1	214500001	2.15e+08	2N A	2	1.93022362474445
1	215000001	215500000	2N A	2	1.91394709582765
1	215500001	2.16e+08	2N A	2	2.01274237086336
1	216000001	216500000	2N A	2	1.99269467420702
1	216500001	2.17e+08	2N A	2	1.99353222180752
1	217000001	217500000	2N A	2	1.97415602160433
1	217500001	2.18e+08	2N A	2	2.03687323722093
1	218000001	218500000	2N A	3	2.8483666203382
1	218500001	2.19e+08	2N A	3	2.97357291290995
1	219000001	219500000	2N A	3	3.06967765643242
1	219500001	2.2e+08	2N A	3	2.91871600089192
1	220000001	220500000	2N A	3	2.91004163302205
1	220500001	2.21e+08	2N A	3	2.93157147974562
1	221000001	221500000	2N A	3	2.63234123634522
1	221500001	2.22e+08	2N A	2	2.03967847949975
1	222000001	222500000	2N A	2	2.11865835435191
1	222500001	2.23e+08	2N A	2	1.86705815907707
1	223000001	223500000	2N A	2	2.0115562071866
1	223500001	2.24e+08	2N A	2	NA
1	224000001	224500000	2N A	2	1.81571979700677
1	224500001	2.25e+08	2N A	2	1.92217760502361
1	225000001	225500000	2N A	2	1.95216289016163
1	225500001	2.26e+08	2N A	2	1.92623509015097
1	226000001	226500000	2N A	2	1.88507751962008
1	226500001	2.27e+08	2N A	2	2.07549979188334
1	227000001	227500000	2N A	2	1.84153120695123
1	227500001	2.28e+08	2N A	2	1.89453964420269
1	228000001	228500000	2N A	2	1.92774193288915
1	228500001	2.29e+08	2N A	3	2.52639979439485
1	229000001	229500000	2N A	3	3.37836678675996
1	229500001	2.3e+08	2N A	3	2.96797662305317
1	230000001	230500000	2N A	3	3.00454224195041
1	230500001	2.31e+08	2N A	3	2.95900866491991
1	231000001	231500000	2N A	3	2.9487043290722
1	231500001	2.32e+08	2N A	3	2.94394495172913
1	232000001	232500000	2N A	3	2.89859943799549
1	232500001	2.33e+08	2N A	3	3.03160914008437
1	233000001	233500000	2N A	3	2.96391231976984
1	233500001	2.34e+08	2N A	3	2.96168568403684
1	234000001	234500000	2N A	3	2.99360890218387
1	234500001	2.35e+08	2N A	3	2.98776493967157
1	235000001	235500000	2N A	3	NA
1	235500001	2.36e+08	2N A	3	2.85591971767496
1	236000001	236500000	2N A	3	2.92717560204636
1	236500001	2.37e+08	2N A	3	2.96723245888616
1	237000001	237500000	2N A	3	2.84430799551399
1	237500001	2.38e+08	2N A	3	2.94625097037004
1	238000001	238500000	2N A	3	3.01245036594235
1	238500001	2.39e+08	2N A	3	3.05620797162535
1	239000001	239500000	2N A	3	3.0230849563682
1	239500001	2.4e+08	2N A	3	2.8947047647886
1	240000001	240500000	2N A	3	2.84956306467283
1	240500001	2.41e+08	2N A	3	2.88115841668221
1	241000001	241500000	2N A	3	2.89513544722769
1	241500001	2.42e+08	2N A	3	2.83371652540279
1	242000001	242500000	2N A	3	2.91765451662246
1	242500001	2.43e+08	2N A	3	2.95525788891413
1	243000001	243500000	2N A	3	2.6771237083196
1	243500001	2.44e+08	2N A	3	2.85713601846285
1	244000001	244500000	2N A	3	2.87186928208635
1	244500001	2.45e+08	2N A	3	2.88902485288071
1	245000001	245500000	2N A	3	3.0097145782587
1	245500001	2.46e+08	2N A	3	4.35980927097445
1	246000001	246500000	2N A	3	2.89408413606369
1	246500001	2.47e+08	2N A	3	2.80439369403802
1	247000001	247500000	2N A	3	2.68950319184947
1	247500001	2.48e+08	2N A	3	2.92846274507559
1	248000001	248500000	2N A	3	2.84022206117622
1	248500001	2.49e+08	2N A	3	NA
1	249000001	249500000	2N A	3	NA
10	1	5e+05	2N A	2	NA
10	500001	1e+06	2N A	2	1.84250253978668
10	1000001	1500000	2N A	2	1.85246005661344
10	1500001	2e+06	2N A	2	1.84039150840461
10	2000001	2500000	2N A	2	1.87887124653184
10	2500001	3e+06	2N A	2	1.90049058004023
10	3000001	3500000	2N A	2	1.87084766769759
10	3500001	4e+06	2N A	2	1.94704518612486
10	4000001	4500000	2N A	2	1.94653510649606
10	4500001	5e+06	2N A	2	1.81490763179795
10	5000001	5500000	2N A	2	1.9789518785488
10	5500001	6e+06	2N A	2	2.34172965515638
10	6000001	6500000	2N A	2	1.88592192497825
10	6500001	7e+06	2N A	2	1.93882878965586
10	7000001	7500000	2N A	2	1.91709801447413
10	7500001	8e+06	2N A	2	1.88839214021887
10	8000001	8500000	2N A	2	1.81068366116702
10	8500001	9e+06	2N A	2	1.84715874782679
10	9000001	9500000	2N A	2	2.11543667994033
10	9500001	1e+07	2N A	2	1.97239636075805
10	10000001	10500000	2N A	2	1.96730976705441
10	10500001	1.1e+07	2N A	2	1.97145269376794
10	11000001	11500000	2N A	2	2.06465365670553
10	11500001	1.2e+07	2N A	2	1.96912809215673
10	12000001	12500000	2N A	2	2.00472827646256
10	12500001	1.3e+07	2N A	2	2.02158463645018
10	13000001	13500000	2N A	2	1.94732533182366
10	13500001	1.4e+07	2N A	2	2.05625638280462
10	14000001	14500000	2N A	2	1.97911519876896
10	14500001	1.5e+07	2N A	2	2.02554990661393
10	15000001	15500000	2N A	2	1.87639231626484
10	15500001	1.6e+07	2N A	2	1.93632514665902
10	16000001	16500000	2N A	2	1.91286543628154
10	16500001	1.7e+07	2N A	2	2.0469061934146
10	17000001	17500000	2N A	2	1.96616829052857
10	17500001	1.8e+07	2N A	2	NA
10	18000001	18500000	2N A	2	NA
10	18500001	1.9e+07	2N A	2	1.90593062514283
10	19000001	19500000	2N A	2	2.3764511023096
10	19500001	2e+07	2N A	3	3.010689264843
10	20000001	20500000	2N A	3	2.87290302972428
10	20500001	2.1e+07	2N A	3	2.81657498755535
10	21000001	21500000	2N A	2	2.19139485837437
10	21500001	2.2e+07	2N A	2	1.88930591699276
10	22000001	22500000	2N A	2	1.93920842150015
10	22500001	2.3e+07	2N A	2	1.92019018795484
10	23000001	23500000	2N A	2	1.97600962374995
10	23500001	2.4e+07	2N A	2	1.95555546641758
10	24000001	24500000	2N A	3	2.99813081977622
10	24500001	2.5e+07	2N A	3	2.9952013522505
10	25000001	25500000	2N A	3	2.84507769257645
10	25500001	2.6e+07	2N A	3	2.88467983823155
10	26000001	26500000	2N A	3	2.47030233476734
10	26500001	2.7e+07	2N A	2	1.89316982180037
10	27000001	27500000	2N A	2	1.88796363148513
10	27500001	2.8e+07	2N A	2	1.92041485122356
10	28000001	28500000	2N A	2	1.94284584521746
10	28500001	2.9e+07	2N A	2	1.95192725535378
10	29000001	29500000	2N A	2	2.00767645948696
10	29500001	3e+07	2N A	2	1.96560797156772
10	30000001	30500000	2N A	2	2.0488265394841
10	30500001	3.1e+07	2N A	2	1.95815454810444
10	31000001	31500000	2N A	2	1.95705099126471
10	31500001	3.2e+07	2N A	2	1.969927537477
10	32000001	32500000	2N A	2	2.11205921884822
10	32500001	3.3e+07	2N A	2	2.98858821746712
