pos	first	median	third
319	6	11	18
320	6	11	18
321	6	11	18
322	6	11	18
323	6	11	18
324	6	12	19
325	6	12	19
326	6	11	18
327	6	11	19
328	6	11	18
329	6	11	19
330	7	12	19
331	6	12	19
332	7	13	22
333	7	13	21
334	7	13	21
335	8	13	22
336	7	13	22
337	8	13	22
338	8	13	22
339	7	13	21
340	8	13	22
341	7	12	20
342	7	12	20
343	7	13	21
344	7	12	20
345	7	12	21
346	7	12	20
347	7	12	20
348	7	13	21
349	7	12	20
350	7	12	20
351	7	12	20
352	7	12	20
353	7	12	21
354	7	12	21
355	7	12	21
356	7	12	20
357	7	12	20
358	7	12	20
359	7	12	20
360	7	12	20
361	7	12	20
362	7	13	21
363	7	12	21
364	7	12	21
365	7	12	21
366	7	12	20
367	7	12	20
368	7	12	20
369	8	14	23
370	8	14	23
371	8	14	23
372	8	14	23
373	8	14	23
374	8	14	23
375	8	14	24
376	8	14	23
377	8	14	24
378	7	13	22
379	7	13	22
380	7	13	22
381	8	14	23
382	8	14	23
383	7	13	22
384	7	13	22
385	7	13	22
386	7	13	22
387	7	13	22
388	7	13	21
389	7	13	21
390	7	13	21
391	7	13	22
392	7	13	22
393	7	13	22
394	7	13	22
395	7	13	22
396	7	13	22
397	7	13	22
398	7	13	22
399	7	13	22
400	7	13	22
401	7	13	22
402	7	13	22
403	7	13	22
404	7	13	22
405	7	13	22
406	7	13	22
407	7	13	22
408	7	13	22
409	7	13	22
410	7	13	22
411	7	13	22
412	7	13	22
413	7	13	22
414	7	13	22
415	7	13	22
416	7	13	22
417	7	13	22
418	7	13	23
419	7	13	22
420	8	14	23
421	7	13	23
422	7	13	22
423	7	13	22
424	7	13	22
425	7	13	22
426	7	13	22
427	7	13	23
428	7	12	21
429	7	13	22
430	6	12	20
431	7	12	21
432	6	11	20
433	7	12	21
434	7	12	21
435	7	12	21
436	7	12	21
437	7	12	21
438	7	12	21
439	6	12	20
440	6	12	20
441	7	12	21
442	6	11	19
443	6	11	19
444	6	11	19
445	6	11	20
446	6	11	19
447	6	11	20
448	6	11	19
449	6	11	19
450	6	11	19
451	6	11	19
452	6	11	19
453	6	11	19
454	6	11	19
455	6	11	19
456	6	11	19
457	6	11	19
458	6	11	19
459	6	11	19
460	5	10	17
461	6	11	18
462	6	11	18
463	6	11	19
464	5	9	16
465	6	12	20
466	6	11	19
467	7	12	21
468	7	12	21
469	7	12	21
470	6	11	19
471	6	11	19
472	6	11	19
473	7	13	22
474	6	11	20
475	6	11	20
476	7	12	20
477	6	11	19
478	6	11	19
479	6	11	19
480	6	11	19
481	6	11	19
482	5	10	17
483	6	11	19
484	6	10	18
485	6	11	18
486	6	11	19
487	6	11	18
488	6	11	19
489	6	11	19
490	6	11	19
491	6	11	20
492	6	10	18
493	6	10	18
494	6	11	19
495	6	11	19
496	6	11	19
497	6	11	19
498	6	11	19
499	6	10	18
500	6	11	19
501	6	11	19
502	6	11	19
503	6	11	19
504	6	11	19
505	6	11	20
506	6	11	20
507	6	11	19
508	6	11	19
509	6	12	20
510	6	12	20
511	6	12	20
512	6	11	19
513	6	11	20
514	6	12	20
515	6	11	20
516	7	13	22
517	7	12	21
518	7	13	22
519	7	12	21
520	7	13	22
521	7	12	21
522	7	13	22
523	7	12	21
524	7	13	22
525	7	13	22
526	7	12	21
527	7	13	22
528	7	12	21
529	7	13	22
530	7	13	23
531	7	13	22
532	7	13	22
533	7	13	22
534	8	14	23
535	8	14	24
536	8	14	24
537	8	14	24
538	7	12	21
539	7	12	22
540	7	13	22
541	7	13	23
542	8	14	24
543	7	14	24
544	7	13	23
545	7	12	22
546	7	12	22
547	7	13	23
548	7	13	22
549	7	13	22
550	6	12	21
551	7	12	22
552	7	12	22
553	7	13	23
554	6	12	21
555	7	12	22
556	7	12	22
557	7	13	23
558	7	14	24
559	8	14	24
560	7	14	24
561	7	13	22
562	7	13	23
563	7	13	23
564	7	13	22
565	7	13	23
566	7	13	23
567	6	12	21
568	7	13	23
569	7	14	24
570	8	14	24
571	8	14	25
572	8	14	25
573	8	14	25
574	7	13	23
575	8	14	26
576	8	14	24
577	8	15	26
578	8	14	25
579	8	15	26
580	8	15	27
581	8	15	27
582	8	15	27
583	8	15	27
584	8	15	27
585	8	14	26
586	8	15	26
587	8	15	26
588	8	14	25
589	8	15	26
590	8	14	25
591	8	15	26
592	8	15	26
593	8	14	25
594	9	16	28
595	9	16	28
596	8	15	26
597	9	16	27
598	8	15	26
599	9	16	29
600	9	16	29
601	9	16	28
602	9	17	29
603	9	16	28
604	9	16	29
605	9	16	27
606	9	16	29
607	9	16	28
608	9	16	27
609	9	16	28
610	8	15	27
611	9	16	27
612	9	16	28
613	9	16	28
614	9	16	28
615	9	16	28
616	9	15	27
617	9	16	28
618	9	16	28
619	9	16	28
620	9	16	29
621	9	16	28
622	9	16	28
623	9	16	28
624	9	16	28
625	9	16	28
626	10	17	29
627	10	17	30
628	10	17	30
629	10	17	29
630	10	17	30
631	10	18	31
632	10	18	31
633	10	18	31
634	10	18	31
635	10	18	30
636	10	17	30
637	10	18	31
638	10	18	31
639	10	18	31
640	10	18	31
641	10	17	30
642	10	18	30
643	10	18	30
644	10	18	31
645	10	18	31
646	10	18	32
647	10	18	31
648	10	18	31
649	10	18	31
650	10	18	31
651	10	18	31
652	11	19	32
653	11	19	32
654	10	18	31
655	10	18	32
656	11	19	32
657	11	19	32
658	12	20	34
659	11	20	34
660	12	20	34
661	11	20	34
662	12	20	34
663	11	20	34
664	11	20	34
665	11	20	34
666	11	20	34
667	11	19	32
668	11	19	33
669	11	20	33
670	12	21	35
671	12	21	35
672	12	21	35
673	12	21	35
674	12	21	35
675	12	21	35
676	12	21	35
677	12	21	36
678	12	21	35
679	12	21	36
680	12	21	35
681	13	22	37
682	13	22	37
683	13	22	37
684	13	22	37
685	13	22	37
686	13	22	37
687	14	23	39
688	14	23	39
689	14	23	39
690	13	23	38
691	13	23	38
692	13	23	39
693	13	23	39
694	14	24	39
695	13	23	39
696	13	23	38
697	13	23	38
698	13	23	38
699	13	23	38
700	13	23	39
701	14	23	39
702	14	23	39
703	13	23	38
704	14	23	39
705	14	24	40
706	14	24	39
707	14	24	40
708	14	24	40
709	14	24	40
710	14	24	40
711	14	24	40
712	14	25	41
713	14	25	41
714	14	25	41
715	14	25	41
716	14	25	41
717	15	25	42
718	14	25	41
719	15	25	42
720	14	25	41
721	15	25	41
722	15	25	42
723	14	25	41
724	15	26	43
725	15	25	42
726	16	28	46
727	16	27	45
728	16	28	46
729	16	28	46
730	16	28	46
731	16	28	46
732	16	28	46
733	16	27	45
734	16	28	45
735	16	27	44
736	16	27	45
737	16	27	44
738	16	27	44
739	16	27	44
740	16	27	44
741	16	27	45
742	16	27	44
743	16	27	45
744	16	27	45
745	16	27	45
746	16	27	45
747	16	27	45
748	16	27	45
749	16	27	45
750	16	27	45
751	16	27	45
752	16	27	45
753	16	27	45
754	16	28	46
755	17	28	47
756	17	29	47
757	17	28	47
758	16	28	46
759	17	28	46
760	16	28	46
761	16	28	46
762	17	28	46
763	17	28	46
764	16	28	46
765	16	28	45
766	16	28	46
767	17	29	48
768	17	29	48
769	17	29	48
770	17	30	48
771	17	29	48
772	17	29	48
773	17	29	48
774	17	30	48
775	17	29	48
776	16	28	46
777	17	28	46
778	17	28	46
779	16	28	46
780	16	28	46
781	16	28	46
782	16	28	45
783	16	28	45
784	16	27	45
785	17	28	47
786	16	28	46
787	16	28	46
788	16	27	45
789	16	28	45
790	17	28	46
791	17	28	47
792	17	28	47
793	17	28	47
794	16	28	46
795	17	28	46
796	16	28	46
797	17	28	46
798	17	28	46
799	16	27	45
800	16	27	45
801	16	26	43
802	16	27	45
803	16	27	45
804	16	27	45
805	16	27	45
806	16	27	44
807	16	26	44
808	16	26	44
809	16	26	43
810	16	27	44
811	16	26	43
812	16	27	44
813	16	27	44
814	16	26	43
815	16	27	44
816	16	27	44
817	16	27	44
818	16	27	44
819	16	26	44
820	16	26	43
821	15	26	43
822	16	27	44
823	16	27	45
824	16	27	44
825	16	27	44
826	16	26	43
827	16	27	44
828	16	27	45
829	16	27	44
830	16	26	43
831	15	25	41
832	15	25	41
833	15	25	41
834	15	25	41
835	15	25	41
836	14	24	39
837	14	23	38
838	14	23	38
839	14	23	39
840	14	23	39
841	14	23	39
842	14	24	39
843	14	23	39
844	14	23	39
845	14	23	38
846	14	23	38
847	14	24	40
848	14	23	39
849	14	23	39
850	14	24	39
851	14	24	40
852	14	24	40
853	14	24	40
854	14	24	39
855	16	27	44
856	16	27	44
857	16	27	45
858	16	27	45
859	16	27	44
860	18	30	49
861	18	30	49
862	18	30	49
863	18	30	49
864	17	28	46
865	17	28	46
866	16	27	45
867	18	31	50
868	18	31	50
869	18	30	48
870	18	29	48
871	17	29	47
872	18	30	48
873	18	29	48
874	18	29	48
875	17	29	47
876	16	27	44
877	16	28	45
878	16	28	45
879	16	27	45
880	16	28	45
881	16	28	45
882	17	28	45
883	17	28	45
884	17	28	45
885	16	28	45
886	16	28	45
887	16	28	45
888	16	28	45
889	16	28	45
890	17	28	45
891	16	28	45
892	16	28	45
893	16	28	45
894	17	28	45
895	17	28	45
896	16	28	45
897	17	28	46
898	16	28	45
899	17	28	46
900	17	28	46
901	17	28	46
902	17	28	46
903	16	28	45
904	17	28	46
905	17	28	46
906	17	28	46
907	17	28	46
908	17	29	48
909	18	29	48
910	18	29	48
911	17	29	48
912	17	29	48
913	18	30	48
914	18	30	49
915	18	30	49
916	18	30	49
917	17	29	48
918	17	28	46
919	17	29	47
920	17	29	48
921	17	29	47
922	17	29	48
923	17	29	47
924	17	29	48
925	17	29	48
926	17	29	48
927	17	29	48
928	16	28	46
929	16	28	45
930	16	28	45
931	16	28	45
932	16	28	46
933	16	27	45
934	16	28	46
935	16	28	46
936	16	28	46
937	16	27	45
938	16	28	46
939	16	28	46
940	16	28	46
941	16	28	46
942	16	27	44
943	16	28	46
944	15	27	44
945	16	28	47
946	16	28	46
947	16	28	46
948	16	28	47
949	17	28	47
950	16	28	47
951	16	28	47
952	16	27	45
953	16	27	45
954	15	26	44
955	14	25	41
956	15	26	44
957	15	26	44
958	15	26	44
959	15	26	44
960	15	26	45
961	15	26	43
962	16	27	46
963	16	27	46
964	16	27	46
965	16	27	46
966	16	27	45
967	16	27	45
968	15	27	45
969	15	26	45
970	15	26	44
971	15	26	43
972	15	26	43
973	15	26	43
974	15	25	43
975	15	26	44
976	15	26	43
977	15	25	43
978	14	25	42
979	15	26	44
980	14	25	42
981	14	25	42
982	14	25	42
983	14	25	42
984	15	25	43
985	14	25	42
986	14	25	42
987	14	25	42
988	14	25	42
989	14	25	41
990	14	25	41
991	14	25	42
992	14	25	42
993	14	25	42
994	14	25	42
995	14	25	42
996	14	25	42
997	14	24	41
998	14	24	40
999	14	25	42
1000	14	24	41
1001	14	25	42
1002	14	25	42
1003	14	25	42
1004	14	25	42
1005	14	24	41
1006	14	24	40
1007	14	24	40
1008	14	24	41
1009	14	24	41
1010	14	24	40
1011	14	24	40
1012	14	24	40
1013	14	24	40
1014	14	24	40
1015	14	24	40
1016	14	24	40
1017	13	22	38
1018	13	23	38
1019	13	22	38
1020	13	23	38
1021	13	22	37
1022	13	22	38
1023	13	22	38
1024	13	22	37
1025	13	22	38
1026	13	22	37
1027	12	22	37
1028	12	22	37
1029	12	21	36
1030	12	21	36
1031	12	22	37
1032	12	22	37
1033	12	22	37
1034	12	22	36
1035	12	22	37
1036	13	22	37
1037	12	22	37
1038	13	22	37
1039	12	21	36
1040	12	21	36
1041	12	21	36
1042	12	21	36
1043	12	22	37
1044	12	21	36
1045	12	21	36
1046	12	21	36
1047	12	21	36
1048	12	21	36
1049	11	20	35
1050	12	21	36
1051	12	21	36
1052	12	22	37
1053	12	22	37
1054	12	21	37
1055	12	21	36
1056	12	21	36
1057	12	21	37
1058	12	21	36
1059	11	20	35
1060	11	20	35
1061	11	19	33
1062	11	19	33
1063	10	19	33
1064	11	19	33
1065	10	19	33
1066	10	19	32
1067	10	19	32
1068	10	18	32
1069	10	18	31
1070	10	19	32
1071	10	18	31
1072	10	18	31
1073	10	18	31
1074	10	18	31
1075	10	18	32
1076	10	18	32
1077	10	18	32
1078	10	19	32
1079	10	19	32
1080	10	19	32
1081	10	18	32
1082	10	17	30
1083	10	18	31
1084	10	18	31
1085	10	19	32
1086	10	19	32
1087	10	18	31
1088	10	18	32
1089	10	18	31
1090	10	18	32
1091	10	18	32
1092	10	19	32
1093	10	19	32
1094	9	17	30
1095	9	17	30
1096	9	17	30
1097	10	18	31
1098	10	18	31
1099	10	18	31
1100	10	17	30
1101	9	17	30
1102	9	17	30
1103	9	17	30
1104	9	17	29
1105	10	17	30
1106	9	17	29
1107	9	16	28
1108	9	16	29
1109	9	16	28
1110	9	16	28
1111	9	17	29
1112	9	17	29
1113	9	17	29
1114	9	17	29
1115	9	17	30
1116	10	17	30
1117	9	17	30
1118	9	17	30
1119	9	17	29
1120	10	17	30
1121	9	17	30
1122	9	17	30
1123	9	17	30
1124	9	17	30
1125	10	17	30
1126	9	17	29
1127	9	16	29
1128	10	17	30
1129	9	17	29
1130	9	17	29
1131	9	17	30
1132	9	16	29
1133	9	17	30
1134	9	17	30
1135	10	17	30
1136	10	17	30
1137	10	17	31
1138	10	18	31
1139	10	18	31
1140	10	18	31
1141	10	18	31
1142	10	17	30
1143	10	18	32
1144	10	18	31
1145	10	18	31
1146	10	18	32
1147	10	18	31
1148	10	17	31
1149	10	18	31
1150	10	18	32
1151	10	18	31
1152	10	18	31
1153	10	18	31
1154	10	17	31
1155	10	18	32
1156	10	18	32
1157	10	18	31
1158	10	18	31
1159	10	18	32
1160	10	18	31
1161	10	17	31
1162	9	17	30
1163	10	18	32
1164	10	17	31
1165	10	18	31
1166	10	18	31
1167	10	17	31
1168	10	17	31
1169	10	18	31
1170	10	18	31
1171	9	17	30
1172	10	18	31
1173	10	18	32
1174	10	18	31
1175	10	18	31
1176	10	18	31
1177	10	18	32
1178	10	18	31
1179	10	18	32
1180	10	18	31
1181	10	18	32
1182	10	19	33
1183	10	18	32
1184	10	19	33
1185	11	19	34
1186	11	19	33
1187	11	19	34
1188	11	19	33
1189	11	19	34
1190	11	19	34
1191	11	19	34
1192	12	22	38
1193	12	22	37
1194	13	22	38
1195	12	22	38
1196	13	22	38
1197	13	22	39
1198	13	22	38
1199	13	22	39
1200	13	22	38
1201	12	21	37
1202	12	21	37
1203	12	21	37
1204	12	21	37
1205	12	21	36
1206	12	22	38
1207	12	22	37
1208	12	22	37
1209	12	22	38
1210	12	22	37
1211	13	22	38
1212	13	22	38
1213	13	22	38
1214	13	22	38
1215	12	22	38
1216	13	22	38
1217	13	23	39
1218	13	23	38
1219	13	23	39
1220	13	22	38
1221	13	22	38
1222	12	22	37
1223	13	23	39
1224	13	23	39
1225	13	23	39
1226	13	23	39
1227	13	23	39
1228	13	23	39
1229	13	23	39
1230	13	23	39
1231	13	23	39
1232	13	23	38
1233	13	23	40
1234	13	23	40
1235	13	23	38
1236	13	23	40
1237	13	23	38
1238	13	23	40
1239	13	23	39
1240	13	22	38
1241	14	24	40
1242	14	24	41
1243	14	24	40
1244	14	24	41
1245	14	24	40
1246	14	24	41
1247	14	24	40
1248	14	24	40
1249	14	24	40
1250	14	24	40
1251	14	24	40
1252	17	28	47
1253	17	29	47
1254	17	29	47
1255	17	28	47
1256	18	30	49
1257	18	30	49
1258	18	30	49
1259	18	30	50
1260	17	29	49
1261	17	29	49
1262	16	28	46
1263	16	28	46
1264	17	28	47
1265	16	28	46
1266	16	28	46
1267	16	28	46
1268	16	28	46
1269	16	28	47
1270	16	28	46
1271	17	28	47
1272	17	28	47
1273	17	28	47
1274	17	28	47
1275	17	28	47
1276	17	28	47
1277	17	28	47
1278	17	29	49
1279	17	29	48
1280	17	30	49
1281	17	29	48
1282	18	30	49
1283	18	30	49
1284	18	30	49
1285	18	30	49
1286	17	30	49
1287	17	29	48
1288	17	29	48
1289	17	29	48
1290	18	30	49
1291	17	29	49
1292	17	30	49
1293	17	29	48
1294	17	30	49
1295	17	30	49
1296	17	29	49
1297	18	30	49
1298	17	29	49
1299	17	29	48
1300	17	29	48
1301	17	29	48
1302	17	29	49
1303	17	29	49
1304	17	29	48
1305	17	29	48
1306	17	29	48
1307	17	29	49
1308	17	30	49
1309	17	29	49
1310	17	30	49
1311	17	30	49
1312	17	30	49
1313	17	29	49
1314	18	31	51
1315	18	31	51
1316	18	31	51
1317	18	31	51
1318	18	31	50
1319	18	30	50
1320	18	31	51
1321	18	31	50
1322	18	31	51
1323	18	30	50
1324	17	30	49
1325	18	30	50
1326	18	31	51
1327	19	31	52
1328	19	32	52
1329	18	31	51
1330	18	31	52
1331	18	31	51
1332	18	31	52
1333	19	32	53
1334	19	33	55
1335	19	32	53
1336	19	32	54
1337	18	31	52
1338	19	32	53
1339	19	32	54
1340	19	33	54
1341	19	32	53
1342	18	31	51
1343	18	30	50
1344	17	30	49
1345	18	30	50
1346	18	30	50
1347	18	30	50
1348	17	29	49
1349	16	28	47
1350	17	29	48
1351	17	29	48
1352	17	29	48
1353	17	29	48
1354	17	29	48
1355	17	29	49
1356	17	30	49
1357	17	30	49
1358	17	30	49
1359	17	29	48
1360	17	30	49
1361	17	29	49
1362	17	30	50
1363	17	30	50
1364	17	29	49
1365	17	30	50
1366	17	30	50
1367	17	30	50
1368	17	30	50
1369	17	30	49
1370	17	30	50
1371	17	30	50
1372	17	30	50
1373	17	30	49
1374	17	29	49
1375	17	30	49
1376	17	29	49
1377	17	29	49
1378	17	30	49
1379	17	29	49
1380	17	29	49
1381	17	29	49
1382	17	29	49
1383	17	29	49
1384	17	29	48
1385	17	30	49
1386	17	29	49
1387	18	30	50
1388	18	30	50
1389	18	30	50
1390	18	30	50
1391	18	30	50
1392	17	29	49
1393	17	30	49
1394	17	30	49
1395	17	29	49
1396	17	29	48
1397	17	29	48
1398	17	30	50
1399	18	30	50
1400	18	30	51
1401	18	30	51
1402	17	29	48
1403	17	29	48
1404	17	29	48
1405	17	29	49
1406	17	28	47
1407	17	29	48
1408	17	29	48
1409	17	29	48
1410	17	29	48
1411	17	29	48
1412	17	29	48
1413	16	28	46
1414	16	28	47
1415	16	28	47
1416	16	28	47
1417	16	28	47
1418	17	28	48
1419	17	29	48
1420	16	28	47
1421	16	28	47
1422	17	28	47
1423	17	28	48
1424	17	28	48
1425	16	28	47
1426	16	28	47
1427	16	28	47
1428	16	28	47
1429	16	28	47
1430	16	27	46
1431	16	28	46
1432	16	27	46
1433	16	28	46
1434	16	27	46
1435	16	28	47
1436	16	28	48
1437	16	27	46
1438	16	28	47
1439	16	28	47
1440	16	28	47
1441	16	28	47
1442	16	28	48
1443	16	28	46
1444	16	27	46
1445	16	27	45
1446	15	27	45
1447	16	28	47
1448	15	26	45
1449	16	27	46
1450	16	27	46
1451	15	26	45
1452	16	27	46
1453	16	28	46
1454	16	28	47
1455	16	28	47
1456	16	27	45
1457	16	27	46
1458	16	27	46
1459	16	27	46
1460	16	27	46
1461	15	26	44
1462	15	26	45
1463	15	26	44
1464	15	27	45
1465	15	27	45
1466	15	26	45
1467	15	26	45
1468	15	26	45
1469	15	26	45
1470	15	26	45
1471	15	26	44
1472	15	26	44
1473	14	25	42
1474	14	25	42
1475	15	25	43
1476	15	25	43
1477	14	25	42
1478	15	25	42
1479	15	25	43
1480	14	25	42
1481	15	25	43
1482	14	24	41
1483	14	24	41
1484	14	23	40
1485	13	23	39
1486	14	23	40
1487	14	23	40
1488	14	23	40
1489	14	23	40
1490	13	23	39
1491	13	23	40
1492	13	23	39
1493	14	23	40
1494	13	23	40
1495	14	23	40
1496	13	23	39
1497	14	24	41
1498	14	24	41
1499	14	24	40
1500	14	24	41
1501	14	24	41
1502	14	24	41
1503	14	24	42
1504	14	24	41
1505	14	24	41
1506	13	23	40
1507	13	23	39
1508	14	23	40
1509	13	23	39
1510	13	22	39
1511	13	23	39
1512	13	22	38
1513	13	22	38
1514	13	22	38
1515	13	22	38
1516	13	22	38
1517	12	22	37
1518	13	22	38
1519	12	22	38
1520	12	22	37
1521	12	22	37
1522	12	22	38
1523	13	22	38
1524	13	22	38
1525	13	22	38
1526	13	22	38
1527	12	22	37
1528	12	22	38
1529	12	21	37
1530	12	21	37
1531	13	22	39
1532	13	22	39
1533	13	22	38
1534	13	22	38
1535	12	22	38
1536	12	22	38
1537	12	22	38
1538	13	22	39
1539	14	25	43
1540	14	24	42
1541	15	26	45
1542	15	26	45
1543	15	26	46
1544	16	28	48
1545	16	28	48
1546	16	28	48
1547	16	28	48
1548	14	24	42
1549	14	25	43
1550	13	23	39
1551	13	23	40
1552	13	23	40
1553	12	21	38
1554	12	21	38
1555	12	21	38
1556	12	22	38
1557	12	22	38
1558	12	22	38
1559	13	22	39
1560	12	22	39
1561	13	22	39
1562	13	22	39
1563	13	22	39
1564	13	23	40
1565	13	23	40
1566	13	23	40
1567	13	23	40
1568	13	23	40
1569	13	23	40
1570	13	23	40
1571	13	23	40
1572	13	23	41
1573	13	23	40
1574	14	24	42
1575	14	24	42
1576	15	26	44
1577	15	26	44
1578	15	26	44
1579	15	26	44
1580	15	25	44
1581	15	26	44
1582	15	26	44
1583	14	25	43
1584	14	25	44
1585	14	24	42
1586	14	24	42
1587	14	24	42
1588	14	24	42
1589	14	25	42
1590	14	24	42
1591	14	25	42
1592	14	24	42
1593	14	24	42
1594	14	25	43
1595	14	25	42
1596	14	25	43
1597	14	25	42
1598	14	25	43
1599	14	25	43
1600	14	25	43
1601	15	26	44
1602	15	26	44
1603	15	26	44
1604	15	26	45
1605	15	26	45
1606	16	27	46
1607	15	26	45
1608	15	27	46
1609	15	27	46
1610	15	27	46
1611	16	28	47
1612	16	27	47
1613	16	27	46
1614	15	27	45
1615	15	27	45
1616	16	27	46
1617	16	27	46
1618	15	27	46
1619	15	27	46
1620	15	26	44
1621	15	26	44
1622	15	25	44
1623	15	26	44
1624	15	26	44
1625	14	25	43
1626	15	25	44
1627	15	25	43
1628	15	25	44
1629	15	27	45
1630	16	27	46
1631	16	27	46
1632	15	27	45
1633	15	27	45
1634	16	28	47
1635	16	28	47
1636	16	29	49
1637	17	29	49
1638	16	27	46
1639	16	27	46
1640	16	28	47
1641	16	28	47
1642	16	28	47
1643	16	27	47
1644	16	28	47
1645	15	27	46
1646	15	27	45
1647	15	27	45
1648	15	27	45
1649	16	27	46
1650	16	27	46
1651	16	27	46
1652	16	27	46
1653	15	27	45
1654	15	27	46
1655	16	27	46
1656	16	27	46
1657	16	27	46
1658	16	27	46
1659	16	27	46
1660	15	27	45
1661	15	27	45
1662	16	27	46
1663	16	27	46
1664	16	27	46
