gene	adj_pval	log_fc	clone	scores
TFG	0.20931959417649604	0.55755764	G	3.1385906
FAM129A	0.21389039757367953	0.8778171	G	3.130103
ARID5B	0.21578300967017705	0.82245475	G	3.1264434
PFDN2	0.22111484379759133	0.5854584	G	3.1181893
RPS8	0.22127049347001068	0.23479368	G	3.1160092
PTGFR	0.22127049347001068	0.7903296	G	3.1158533
KPNB1	0.22340594029198194	0.5453797	G	3.11196
PSMA5	0.22687267537565187	0.65366644	G	3.1063535
RUVBL1	0.22930130498414744	0.8584777	G	3.1021488
UBFD1	0.2300625122038255	0.8369351	G	3.0980217
BTF3	0.23344639848332616	0.37612578	G	3.092649
PSMG4	0.23551499660834443	0.94144255	G	3.0889893
PEBP1	0.23956591058766694	0.47957417	G	3.0813582
TCEA1	0.24333739549790775	0.52475923	G	3.0751288
GLRX	0.24616693607094584	1.207777	G	3.0706515
DCAF13	0.2473466169773074	0.7739283	G	3.0681987
F2R	0.24824238800665807	0.65436214	G	3.0660963
NPM3	0.24842774929059255	1.0231181	G	3.0636046
LONP1	0.24842774929059255	0.62589663	G	3.063449
RPL18A	0.24842774929059255	0.22226925	G	3.062826
VDAC1	0.2538471407188354	0.56703246	G	3.0553505
RGS10	0.25680383271584045	1.1882293	G	3.049861
CHID1	0.26755972328606953	0.927599	G	3.033509
RSF1	0.2718522220954592	0.6243899	G	3.0277078
TKT	0.27667010177958096	0.5193611	G	3.0214005
SCO1	0.28065651906206623	0.9139712	G	3.0140033
C5orf38	0.28065651906206623	0.7348237	G	3.0121343
EIF3H	0.2827085866636958	0.48865286	G	3.008319
SH3BGRL3	0.2827085866636958	0.4420852	G	3.0079684
RALA	0.29155957124755427	0.6161724	G	2.9976122
NUP153	0.2953135319890842	0.87204945	G	2.991266
UQCRC1	0.2953135319890842	0.6377454	G	2.9907987
GNG12	0.2963017029426339	0.55617005	G	2.9888132
FBXO32	0.3025617669975732	0.7583155	G	2.9814546
HERPUD1	0.3073382037480675	0.39568743	G	2.9756925
RPL27	0.3088761509602975	0.3024049	G	2.9732008
EEF1E1	0.3161732754095211	0.9574312	G	2.964324
COX5A	0.3161732754095211	0.541752	G	2.9632337
ATF3	0.3161732754095211	0.62128943	G	2.963156
NSA2	0.319756513694111	0.47543868	G	2.9586396
MRPS21	0.319756513694111	0.5439806	G	2.9577832
ERAP2	0.3290696996593849	0.65294844	G	2.9479718
EIF3G	0.34160155580394336	0.57295126	G	2.934501
RANBP1	0.34394453271623976	0.6101608	G	2.9304907
PALLD	0.3470905884621257	0.505943	G	2.9263248
BEX2	0.3470905884621257	0.6208006	G	2.925507
PITPNB	0.3485707171891924	0.6715973	G	2.9225872
NFIC	0.3489231424629078	0.51007664	G	2.9213412
GARS	0.3594473260699544	0.5086487	G	2.9111407
PABPC1	0.3619696451017031	0.21805158	G	2.908026
RPL27A	0.3647474933541039	0.25420567	G	2.904561
TAX1BP1	0.3647474933541039	0.5931694	G	2.9037824
PHF6	0.3718646965209556	1.0801282	G	2.8942435
UQCC2	0.3718646965209556	0.76211244	G	2.8935816
SLC25A6	0.3718646965209556	0.39866468	G	2.8930755
ADAMTS1	0.3718646965209556	1.8128773	G	2.8928418
EIF4EBP1	0.37445664213565905	0.5804462	G	2.8878195
RPS4X	0.37445664213565905	0.2802604	G	2.8873134
ZBTB11	0.38942376419145786	1.5748155	G	2.8729858
CLMP	0.38942376419145786	0.48490822	G	2.871623
C19orf53	0.38942376419145786	0.5680353	G	2.8713505
GLIPR1	0.3915380504175327	0.7740108	G	2.8687031
RPS24	0.39197527270846144	0.3018661	G	2.8666008
PFKP	0.40989280577331544	0.6488112	G	2.850638
ARL3	0.4107037911133507	0.8463901	G	2.8491194
COX15	0.4176120707692059	1.2987176	G	2.8397365
NDUFV1	0.4176120707692059	0.7337299	G	2.8396976
GNL3	0.41771197707339175	0.56467646	G	2.8375564
YBX3	0.4306602112028446	0.28630278	G	2.8251753
NMD3	0.43242478048104827	1.2398186	G	2.8229952
SSR4	0.4456863863282452	0.4583722	G	2.810692
PPA1	0.4463774720178604	0.5405586	G	2.8093295
SLAIN2	0.449401687110082	0.59666586	G	2.8062925
RAB38	0.46331662823200365	0.5907473	G	2.7951186
OSBPL8	0.46331662823200365	0.48815092	G	2.7947292
RPL7	0.46387142622271527	0.2779247	G	2.7934835
NTN4	0.46633312370319063	0.6248242	G	2.7909138
TATDN1	0.46689603909289434	0.6873036	G	2.789668
MT-CO2	0.467237521165791	0.1974377	G	2.7885778
MRPS16	0.47671537514309686	0.59643763	G	2.7811804
LIMA1	0.47671537514309686	0.5416966	G	2.7803628
MYL6	0.4787603901565645	0.2932521	G	2.7765474
COPS6	0.4787603901565645	0.7802486	G	2.7764306
CFAP97	0.4867500074247853	0.59294355	G	2.7702012
COPE	0.4966541947815139	0.5668327	G	2.7619472
NNMT	0.4967058616869777	0.50960946	G	2.7607791
NFKBIZ	0.4989898207154127	0.6309213	G	2.757898
EXOC4	0.5039163239529485	0.7099081	G	2.753849
RAB2A	0.5090447314496626	0.56255025	G	2.7488656
ZSWIM7	0.5115076043632518	0.96131873	G	2.7464516
CCND2	0.5133736577368865	0.47505945	G	2.7444272
DIXDC1	0.5206481826055852	0.6422107	G	2.7389765
PER1	0.5323224372373592	0.5401286	G	2.7300217
DDX54	0.5348752893590716	0.58247733	G	2.727452
TBC1D15	0.5348752893590716	0.6363607	G	2.7262063
EP400	0.5411485043271528	1.1096096	G	2.7213006
RPL30	0.5446608377889411	0.2262462	G	2.7183416
CD44	0.5542838358088168	0.3561702	G	2.7117229
RNF115	0.5576773536579112	0.68873394	G	2.708881
ANKLE2	0.5631334961540919	0.5738022	G	2.7048318
PLSCR1	0.564502866447336	0.5547278	G	2.7021065
ELL2	0.564502866447336	0.4786104	G	2.7007437
PLEKHM2	0.5774390179929543	0.5638433	G	2.6899981
UBA52	0.5826710790395804	0.1956758	G	2.6861825
RPL34	0.5891104901135575	0.32382625	G	2.6817052
IFRD2	0.5919860435442439	0.652285	G	2.6784737
KCNMA1	0.5941564526522845	0.64460367	G	2.676449
ETS1	0.6027367251351431	1.0112331	G	2.6708426
TPGS1	0.6063486576394044	0.6771039	G	2.6680396
PPP1R18	0.623963559884289	0.52800786	G	2.6533616
WIZ	0.623963559884289	0.7680861	G	2.6533227
TUBGCP2	0.623963559884289	0.7552695	G	2.6528554
UQCRB	0.6393451088973506	0.46071905	G	2.6422656
ETF1	0.6418394326722278	0.52823013	G	2.6401632
TACC1	0.6421283772871321	0.6561358	G	2.6392286
RPS3	0.6532719153097569	0.29437423	G	2.630274
CBX3	0.6536525013198828	0.4849751	G	2.6293006
DDT	0.6626309787603822	0.5323466	G	2.62311
NUDT4	0.6635697367266027	0.51423573	G	2.6213193
CDC42EP2	0.6635697367266027	0.80985314	G	2.6210856
DEAF1	0.6672562926437348	0.7520311	G	2.6176596
MAFF	0.6734872613555631	0.9126547	G	2.612637
SYAP1	0.6734872613555631	0.6342538	G	2.6101453
NT5C	0.6734872613555631	0.70661235	G	2.6097949
MRPS18B	0.6734872613555631	0.54628825	G	2.6094444
HDAC9	0.6734872613555631	1.2340176	G	2.6086268
SELENOM	0.6734872613555631	0.4664629	G	2.6083932
PEA15	0.6749142529907708	0.65570873	G	2.6069138
ATP2B4	0.6807144715166874	0.5722036	G	2.6024754
MAP2K3	0.6941535759079682	0.81915367	G	2.5942605
CLINT1	0.6949980792245336	0.5268748	G	2.5930924
TLN1	0.7039679222957796	0.56488764	G	2.5872912
RTTN	0.7039679222957796	1.0210418	G	2.5870576
NDUFB10	0.7039679222957796	0.46043476	G	2.5864348
KRT8	0.7056932787763698	0.45988616	G	2.5841765
PSMD2	0.7056932787763698	0.5930917	G	2.5835536
CXCL2	0.7056932787763698	0.7627339	G	2.583359
TBC1D1	0.7092017314999386	1.3284159	G	2.5809062
CCDC124	0.7120847239524437	0.6316587	G	2.578765
EIF2AK4	0.712728249590722	0.7191881	G	2.5777137
DDR2	0.7144200308233918	0.51808727	G	2.5761564
EIF3I	0.7191137034188289	0.51551735	G	2.5725744
CCT3	0.7191137034188289	0.5400004	G	2.5724187
YARS	0.7195295066499895	0.54333663	G	2.5714843
MMGT1	0.7237145704015171	0.6894031	G	2.5672793
NDUFA12	0.7319250852028714	0.572786	G	2.5619454
PPP1R15B	0.7319250852028714	0.7714618	G	2.5619066
PRDX1	0.7364204793061266	0.27536356	G	2.5583248
MGST1	0.7384186925680641	0.3279093	G	2.55521
SH3GL1	0.7430121006118829	0.5895488	G	2.5523288
GIT1	0.7442594007616379	0.61959255	G	2.5506158
RABGGTB	0.7442594007616379	0.88651913	G	2.5503044
SLC6A15	0.7443886957537135	0.5846374	G	2.5495257
ISCU	0.7482367364580597	0.63150245	G	2.5462942
H2AFV	0.7502120771787507	0.53353256	G	2.5446591
SELENOH	0.7584190041673715	0.65714645	G	2.5401428
ZYX	0.7587905873971618	0.57170504	G	2.538741
THBS1	0.7587905873971618	0.6688247	G	2.5385466
CTNNB1	0.7596640404720649	0.5065141	G	2.536444
NDUFV3	0.7596640404720649	0.90699005	G	2.5360157
RPL12	0.7619338429128255	0.36537153	G	2.5342638
CD81	0.770333558171372	0.43603012	G	2.5290856
ROR1	0.770333558171372	1.083678	G	2.5290077
HSBP1	0.7733215165905714	0.45733932	G	2.5269442
DNAJB4	0.7845245838558135	1.0053319	G	2.5207927
CAMLG	0.7845245838558135	0.5102108	G	2.5204813
RPL6	0.7895685116808894	0.27385283	G	2.5173275
DNAJC1	0.7895685116808894	0.5249212	G	2.5168216
EIF2D	0.7932455855464805	0.7083521	G	2.5140183
PRRC2A	0.7932455855464805	0.63097763	G	2.5137846
HIGD2A	0.8070301203290747	0.5329174	G	2.5056086
AGPAT5	0.8151752186709988	0.78307146	G	2.501287
RHOBTB3	0.8151752186709988	0.89279836	G	2.500664
NHP2	0.8170744099707411	0.49955052	G	2.4991457
AURKAIP1	0.8223130862638437	0.42500192	G	2.4961867
TIMM17A	0.8255874918035788	0.50652725	G	2.4940844
INPPL1	0.8347991250508174	0.630967	G	2.4894512
HNRNPC	0.8423072715697622	0.37256604	G	2.4847014
B4GALT7	0.8423072715697622	1.2055863	G	2.4841952
LSM2	0.8496393082441873	0.703126	G	2.4804187
MRPL52	0.858629591175005	0.53007185	G	2.4744618
RAN	0.858629591175005	0.36519343	G	2.4740336
RPA3	0.858629591175005	1.1150941	G	2.4739168
S100A6	0.858629591175005	0.15806627	G	2.4739168
PHLDA3	0.859793608969982	0.551306	G	2.4727488
SVIL	0.8785559823462065	0.47894967	G	2.464339
NOTCH2	0.8835732305094874	0.5082546	G	2.4616137
LRRC41	0.8863062725228805	0.49672222	G	2.459823
HNRNPAB	0.8889571257639655	0.5255742	G	2.4576814
RPS6KA2	0.8889571257639655	0.5298704	G	2.456786
FXR1	0.8889571257639655	0.44661114	G	2.4567082
NAT10	0.8890120491599389	0.91457844	G	2.4560072
NME1	0.9061618676589646	0.5193439	G	2.4484541
NELFE	0.9143025186110588	0.5496494	G	2.4431982
PEX10	0.9156502267538255	1.5706547	G	2.4419913
UBE2K	0.9236463030766652	0.46006426	G	2.4381757
AP1AR	0.9355186560290308	0.6361224	G	2.4328806
COMT	0.950163612617381	0.48732844	G	2.4240038
NCBP2-AS2	0.950163612617381	0.8179189	G	2.423887
VMA21	0.9503473192980851	0.5278625	G	2.4231474
COPG1	0.9543089205643787	0.76229197	G	2.420967
GOSR1	0.9550091568830251	0.763675	G	2.4200327
NDUFS8	0.9585620005086419	0.54870003	G	2.417385
SPARC	0.9690618455496974	0.4516397	G	2.4120512
PA2G4	0.9710248149624562	0.44815308	G	2.4106498
YWHAE	0.9746553913261085	0.46132553	G	2.4086251
KIF5B	0.9767360122676764	0.35696942	G	2.4071846
RCN1	0.9831072570475375	0.49951276	G	2.4041479
NPDC1	0.9833267778380018	0.5214289	G	2.4027462
ATP5F1A	0.9844996948389932	0.4338557	G	2.4015782
CITED2	0.9844996948389932	0.5104914	G	2.400994
KCNB1	0.9929237081411801	0.8972255	G	2.3972175
TBRG4	0.9930208759734492	0.85560113	G	2.3949206
SSU72	0.9930208759734492	0.44378677	G	2.3942587
HNRNPM	0.9930208759734492	0.45405513	G	2.3926234
ATP13A1	0.9930208759734492	0.761437	G	2.3921564
FASN	0.9930208759734492	0.49951944	G	2.3920004
SF3B5	0.9930208759734492	0.438614	G	2.3919616
TOM1L1	0.9930822682428879	1.126315	G	2.3912218
COX7B	0.9930822682428879	0.50567657	G	2.389431
FAM50A	0.9980319750266791	0.527709	G	2.3862383
SOD1	1.0	0.47263092	G	2.3841748
XBP1	1.0	0.4532491	G	2.3835518
PGLS	1.0	0.45418122	G	2.3815663
YIF1A	1.0	0.4995962	G	2.3762712
ACOT9	1.0	0.7740512	G	2.3760378
NOP14	1.0	0.76489556	G	2.3740911
NDUFA6	1.0	0.5546203	G	2.3736238
EIF5A	1.0	0.5591098	G	2.3732345
ABCF2_ENSG00000033050	1.0	0.72201085	G	2.3730788
RPL11	1.0	0.21191843	G	2.371794
NPTN	1.0	0.4848622	G	2.370626
CLCN3	1.0	0.5398026	G	2.367628
EIF1	1.0	0.2066555	G	2.3633454
PPM1G	1.0	0.5024949	G	2.361788
UAP1	1.0	0.5293111	G	2.3602307
ADGRA3	1.0	0.97260994	G	2.357155
RPL7A	1.0	0.2477311	G	2.3568435
GTF2A2	1.0	0.6179758	G	2.3498745
TIMM44	1.0	0.69979745	G	2.3426716
ZNRD1	1.0	0.7052342	G	2.3399463
NPR3	1.0	1.2615533	G	2.3396738
SCARB1	1.0	0.5955405	G	2.3370264
KIAA0930	1.0	0.4692719	G	2.3363254
C19orf70	1.0	0.45458475	G	2.3363254
SINHCAF	1.0	0.5573864	G	2.334301
IDS	1.0	0.48446453	G	2.3334444
MTURN	1.0	0.63740903	G	2.3326657
MRPS25	1.0	1.0729895	G	2.3283052
ATP6V0B	1.0	0.42196634	G	2.3242562
DKC1	1.0	0.5134666	G	2.3219202
ANKRD28	1.0	0.5023229	G	2.3211415
DHX36	1.0	0.4574591	G	2.3163915
MRPL28	1.0	0.55404204	G	2.3162358
RRAS2	1.0	0.51011944	G	2.3152235
EPB41L4A-AS1	1.0	0.55915695	G	2.312615
C19orf66	1.0	0.9238947	G	2.3058016
HMGA1	1.0	0.5358829	G	2.3047504
CDV3	1.0	0.46114168	G	2.3034656
PCNP	1.0	0.41174796	G	2.3025312
OPTN	1.0	0.45464998	G	2.2919412
SF3B3	1.0	0.52374053	G	2.2868798
CLIP4	1.0	0.4922493	G	2.2830644
PPRC1	1.0	1.2092785	G	2.282675
FYN	1.0	0.61212254	G	2.2819743
TCTEX1D2	1.0	1.0233376	G	2.2806895
NDUFAF3	1.0	0.65729076	G	2.2801054
LSM3	1.0	0.49914134	G	2.2755501
COX17	1.0	0.4709846	G	2.2752
CAMTA1	1.0	0.58127713	G	2.275083
DYRK3	1.0	1.3110174	G	2.271579
SF1	1.0	0.42630956	G	2.2706056
RNF5	1.0	0.9629159	G	2.2703722
MTFR1	1.0	1.0312104	G	2.2690094
NCL	1.0	0.4500471	G	2.2685032
TYK2	1.0	1.8663443	G	2.2660894
ABLIM3	1.0	0.47834715	G	2.2651548
DNAJB1	1.0	0.50705606	G	2.2602494
WSB2	1.0	0.7685022	G	2.2596653
UBL4A	1.0	1.0386086	G	2.2578745
DUSP3	1.0	0.5107979	G	2.2578745
MYC	1.0	0.49428293	G	2.256356
PBRM1	1.0	0.4773725	G	2.256356
SNU13	1.0	0.42513093	G	2.2556162
KDM5B	1.0	0.46517438	G	2.2542536
UPF2	1.0	0.5703675	G	2.2521513
EMC3	1.0	0.44929704	G	2.2502823
SNRPC	1.0	0.49869412	G	2.2484913
FOXQ1	1.0	0.9911203	G	2.2456102
CA12	1.0	0.42464647	G	2.2407048
CCT6A	1.0	0.3752536	G	2.2378235
NRBP1	1.0	0.4707293	G	2.2348647
SLC25A37	1.0	0.41948837	G	2.2332294
SART1	1.0	0.693826	G	2.2313216
LTA4H	1.0	0.5257603	G	2.2291803
TNKS	1.0	0.5678456	G	2.2268832
NDUFA1	1.0	0.39953235	G	2.2243137
MRPL33	1.0	0.3763878	G	2.2239633
PSMA1	1.0	0.47154367	G	2.2170331
ALG3	1.0	0.56586856	G	2.2160597
APEX1	1.0	0.4500342	G	2.2146192
SEC13	1.0	0.4991942	G	2.213529
SNHG25	1.0	0.42885548	G	2.2132175
TMEM167A	1.0	0.41013166	G	2.2107646
MRPS33	1.0	0.5087968	G	2.210064
FGF2	1.0	0.47253442	G	2.210025
WDR41	1.0	0.70188135	G	2.2097135
CPSF7	1.0	0.7339115	G	2.207611
CTSB	1.0	0.38979274	G	2.2051973
MRPS10	1.0	0.59230375	G	2.2042627
RPL13	1.0	0.15270479	G	2.20364
ERICH1	1.0	0.7784618	G	2.2032895
SHISA5	1.0	0.43909633	G	2.1985006
HIPK2	1.0	0.33712754	G	2.198345
IFRD1	1.0	0.467111	G	2.1958532
CYLD	1.0	0.42706135	G	2.1949966
MSC	1.0	1.3555669	G	2.1925828
FAM207A	1.0	0.7173393	G	2.1861587
CSDE1	1.0	0.19044252	G	2.1861198
PAPPA2	1.0	1.0614995	G	2.1851466
RRM1	1.0	0.60609454	G	2.1847572
GADD45A	1.0	0.47701097	G	2.1828494
RDH11	1.0	0.47699702	G	2.182382
PDE7A	1.0	0.5417779	G	2.1821876
IPO7	1.0	0.37752005	G	2.180708
GTPBP2	1.0	0.5131129	G	2.1798127
CTSL	1.0	0.45419142	G	2.1796567
EIF4H	1.0	0.42263636	G	2.179034
MAP4	1.0	0.36164618	G	2.1788392
UBQLN2	1.0	0.8323535	G	2.175997
REEP5	1.0	0.43215278	G	2.1715198
HEBP1	1.0	0.69594336	G	2.1708968
FKBP2	1.0	0.42088628	G	2.1708968
STX3	1.0	0.5468353	G	2.1676652
FPR1	1.0	1.4666369	G	2.1667309
HSP90AB1	1.0	0.14738901	G	2.1664195
FNDC3B	1.0	0.4082628	G	2.1616695
ECI1	1.0	0.55580837	G	2.1615138
PMP22	1.0	1.5110526	G	2.1612413
MRPL24	1.0	0.57858396	G	2.1608908
DAB2	1.0	1.249231	G	2.1599565
EMP3	1.0	0.402692	G	2.1593723
CAV1	1.0	0.36195883	G	2.1586328
ATP5MG	1.0	0.33325368	G	2.1575425
SDHB	1.0	0.6139828	G	2.1573868
RPS20	1.0	0.20757625	G	2.1557517
