chr	start	end	cell_id	state	copy
1	64500001	6.5e+07	2N D	2	2.00823837085344
1	65000001	65500000	2N D	2	2.10462850515052
1	65500001	6.6e+07	2N D	2	2.03791299691455
1	66000001	66500000	2N D	2	1.95818975422793
1	66500001	6.7e+07	2N D	2	2.0405897204446
1	67000001	67500000	2N D	2	2.05175852124098
1	67500001	6.8e+07	2N D	2	1.9795377498558
1	68000001	68500000	2N D	2	2.09266511619089
1	68500001	6.9e+07	2N D	2	2.05745577554904
1	69000001	69500000	2N D	2	1.99828140515151
1	69500001	7e+07	2N D	2	1.99920673049283
1	70000001	70500000	2N D	2	1.95999886234102
1	70500001	7.1e+07	2N D	2	1.93437464351871
1	71000001	71500000	2N D	2	2.07628930652617
1	71500001	7.2e+07	2N D	2	2.00212318995461
1	72000001	72500000	2N D	2	2.01938057093849
1	72500001	7.3e+07	2N D	2	1.97354717323854
1	73000001	73500000	2N D	2	2.01096521512205
1	73500001	7.4e+07	2N D	2	1.9636107123745
1	74000001	74500000	2N D	2	2.0904762021457
1	74500001	7.5e+07	2N D	2	1.97693260563171
1	75000001	75500000	2N D	2	2.05943297005396
1	75500001	7.6e+07	2N D	2	1.97906588579253
1	76000001	76500000	2N D	2	1.96103938214731
1	76500001	7.7e+07	2N D	2	2.03552233263844
1	77000001	77500000	2N D	2	2.06738575682217
1	77500001	7.8e+07	2N D	2	2.02763183305744
1	78000001	78500000	2N D	2	1.89625158310862
1	78500001	7.9e+07	2N D	2	2.03240713014437
1	79000001	79500000	2N D	2	2.02513420836449
1	79500001	8e+07	2N D	2	2.0927903908504
1	80000001	80500000	2N D	2	1.96874568332538
1	80500001	8.1e+07	2N D	2	2.03100690997927
1	81000001	81500000	2N D	2	1.97879358203312
1	81500001	8.2e+07	2N D	2	2.01250650444305
1	82000001	82500000	2N D	2	2.02198081261777
1	82500001	8.3e+07	2N D	2	2.0184862517015
1	83000001	83500000	2N D	2	2.01891103628752
1	83500001	8.4e+07	2N D	2	1.84759566559546
1	84000001	84500000	2N D	2	2.12710541789658
1	84500001	8.5e+07	2N D	2	1.97350678001514
1	85000001	85500000	2N D	2	2.03437441860149
1	85500001	8.6e+07	2N D	2	2.07277395342788
1	86000001	86500000	2N D	2	1.95539755858164
1	86500001	8.7e+07	2N D	2	2.00474388423974
1	87000001	87500000	2N D	2	1.91677959243523
1	87500001	8.8e+07	2N D	2	2.04225597558099
1	88000001	88500000	2N D	2	2.06697628825302
1	88500001	8.9e+07	2N D	2	2.02426168383476
1	89000001	89500000	2N D	2	2.02235250275708
1	89500001	9e+07	2N D	2	2.00815458013045
1	90000001	90500000	2N D	2	1.97155540697066
1	90500001	9.1e+07	2N D	2	2.07693116811972
1	91000001	91500000	2N D	2	2.09440654431256
1	91500001	9.2e+07	2N D	2	1.98394254812834
1	92000001	92500000	2N D	2	2.01228724335211
1	92500001	9.3e+07	2N D	2	1.91667851328926
1	93000001	93500000	2N D	2	1.9515687795192
1	93500001	9.4e+07	2N D	2	1.9295826627972
1	94000001	94500000	2N D	2	2.00937303887565
1	94500001	9.5e+07	2N D	2	2.01478885464918
1	95000001	95500000	2N D	2	2.09652381490423
1	95500001	9.6e+07	2N D	2	2.05098981436697
1	96000001	96500000	2N D	2	2.03709443539628
1	96500001	9.7e+07	2N D	2	2.01343798646835
1	97000001	97500000	2N D	2	1.97813742926293
1	97500001	9.8e+07	2N D	2	2.0236225060142
1	98000001	98500000	2N D	2	1.99803022216465
1	98500001	9.9e+07	2N D	2	2.06504403133397
1	99000001	99500000	2N D	2	2.01410152258842
1	99500001	1e+08	2N D	2	1.97537516899217
1	100000001	100500000	2N D	2	1.9711592037849
1	100500001	1.01e+08	2N D	2	1.98753629790366
1	101000001	101500000	2N D	2	2.07801679413829
1	101500001	1.02e+08	2N D	2	2.08326316783739
1	102000001	102500000	2N D	2	2.07958412284856
1	102500001	1.03e+08	2N D	2	1.94815795143544
1	103000001	103500000	2N D	2	1.94199189071704
1	103500001	1.04e+08	2N D	2	NA
1	104000001	104500000	2N D	2	1.33978371232419
1	104500001	1.05e+08	2N D	2	1.96017245581816
1	105000001	105500000	2N D	2	1.84449183762479
1	105500001	1.06e+08	2N D	2	1.91238003560857
1	106000001	106500000	2N D	2	1.91615370924429
1	106500001	1.07e+08	2N D	2	2.00649483378222
1	107000001	107500000	2N D	2	2.07467968452781
1	107500001	1.08e+08	2N D	2	2.13232452845999
1	108000001	108500000	2N D	2	2.06769971305071
1	108500001	1.09e+08	2N D	2	1.38231164858774
1	109000001	109500000	2N D	2	1.8968524889509
1	109500001	1.1e+08	2N D	2	1.97541284474078
1	110000001	110500000	2N D	2	2.01435377338832
1	110500001	1.11e+08	2N D	2	2.05459549246832
1	111000001	111500000	2N D	2	2.02036944146293
1	111500001	1.12e+08	2N D	2	2.04432263708953
1	112000001	112500000	2N D	2	2.01927470974599
1	112500001	1.13e+08	2N D	2	2.02632142610427
1	113000001	113500000	2N D	2	1.90426650141208
1	113500001	1.14e+08	2N D	2	1.90748071189324
1	114000001	114500000	2N D	2	1.9209022532743
1	114500001	1.15e+08	2N D	2	2.04160934998993
1	115000001	115500000	2N D	2	1.92324674822197
1	115500001	1.16e+08	2N D	2	2.06072875306462
1	116000001	116500000	2N D	2	2.05882423857636
1	116500001	1.17e+08	2N D	2	2.05339845891299
1	117000001	117500000	2N D	2	2.06420698666371
1	117500001	1.18e+08	2N D	2	2.00600852394116
1	118000001	118500000	2N D	2	2.08290454068514
1	118500001	1.19e+08	2N D	2	2.06949453349028
1	119000001	119500000	2N D	2	2.01637026937291
1	119500001	1.2e+08	2N D	2	2.04318137803342
1	120000001	120500000	2N D	2	2.10530856129632
1	120500001	1.21e+08	2N D	2	NA
1	121000001	121500000	2N D	2	NA
1	121500001	1.22e+08	2N D	2	NA
1	122000001	122500000	2N D	2	NA
1	122500001	1.23e+08	2N D	2	NA
1	123000001	123500000	2N D	2	NA
1	123500001	1.24e+08	2N D	2	NA
1	124000001	124500000	2N D	2	NA
1	124500001	1.25e+08	2N D	2	NA
1	125000001	125500000	2N D	2	NA
1	125500001	1.26e+08	2N D	2	NA
1	126000001	126500000	2N D	2	NA
1	126500001	1.27e+08	2N D	2	NA
1	127000001	127500000	2N D	2	NA
1	127500001	1.28e+08	2N D	2	NA
1	128000001	128500000	2N D	2	NA
1	128500001	1.29e+08	2N D	2	NA
1	129000001	129500000	2N D	2	NA
1	129500001	1.3e+08	2N D	2	NA
1	130000001	130500000	2N D	2	NA
1	130500001	1.31e+08	2N D	2	NA
1	131000001	131500000	2N D	2	NA
1	131500001	1.32e+08	2N D	2	NA
1	132000001	132500000	2N D	2	NA
1	132500001	1.33e+08	2N D	2	NA
1	133000001	133500000	2N D	2	NA
1	133500001	1.34e+08	2N D	2	NA
1	134000001	134500000	2N D	2	NA
1	134500001	1.35e+08	2N D	2	NA
1	135000001	135500000	2N D	2	NA
1	135500001	1.36e+08	2N D	2	NA
1	136000001	136500000	2N D	2	NA
1	136500001	1.37e+08	2N D	2	NA
1	137000001	137500000	2N D	2	NA
1	137500001	1.38e+08	2N D	2	NA
1	138000001	138500000	2N D	2	NA
1	138500001	1.39e+08	2N D	2	NA
1	139000001	139500000	2N D	2	NA
1	139500001	1.4e+08	2N D	2	NA
1	140000001	140500000	2N D	2	NA
1	140500001	1.41e+08	2N D	2	NA
1	141000001	141500000	2N D	2	NA
1	141500001	1.42e+08	2N D	2	NA
1	142000001	142500000	2N D	2	NA
1	142500001	1.43e+08	2N D	2	NA
1	143000001	143500000	2N D	2	NA
1	143500001	1.44e+08	2N D	2	NA
1	144000001	144500000	2N D	2	NA
1	144500001	1.45e+08	2N D	2	NA
1	145000001	145500000	2N D	2	3.36021202119593
1	145500001	1.46e+08	2N D	2	NA
1	146000001	146500000	2N D	2	NA
1	146500001	1.47e+08	2N D	2	2.01025525793802
1	147000001	147500000	2N D	2	1.76817407293143
1	147500001	1.48e+08	2N D	2	0.555010011853953
1	148000001	148500000	2N D	2	NA
1	148500001	1.49e+08	2N D	2	NA
1	149000001	149500000	2N D	2	NA
1	149500001	1.5e+08	2N D	2	NA
1	150000001	150500000	2N D	2	1.87816547203728
1	150500001	1.51e+08	2N D	2	1.85760691968908
1	151000001	151500000	2N D	2	1.90737255349993
1	151500001	1.52e+08	2N D	2	1.94260931267635
1	152000001	152500000	2N D	2	2.01013300027255
1	152500001	1.53e+08	2N D	2	1.97579743769591
1	153000001	153500000	2N D	2	2.02753899587986
1	153500001	1.54e+08	2N D	2	1.97546612166165
1	154000001	154500000	2N D	2	1.90227582175109
1	154500001	1.55e+08	2N D	2	2.06358806405951
1	155000001	155500000	2N D	2	1.84831111233522
1	155500001	1.56e+08	2N D	2	1.88507296170247
1	156000001	156500000	2N D	2	1.99531093169136
1	156500001	1.57e+08	2N D	2	2.119512629215
1	157000001	157500000	2N D	2	2.08498288351394
1	157500001	1.58e+08	2N D	2	2.02180782388883
1	158000001	158500000	2N D	2	1.93360192385981
1	158500001	1.59e+08	2N D	2	1.98510836551605
1	159000001	159500000	2N D	2	2.03489506980913
1	159500001	1.6e+08	2N D	2	2.02159748941812
1	160000001	160500000	2N D	2	2.10178087603019
1	160500001	1.61e+08	2N D	2	2.04592189575399
1	161000001	161500000	2N D	2	1.8228748170021
1	161500001	1.62e+08	2N D	2	1.80747887608493
1	162000001	162500000	2N D	2	2.0459259650898
1	162500001	1.63e+08	2N D	2	2.07921529477045
1	163000001	163500000	2N D	2	2.01557788164741
1	163500001	1.64e+08	2N D	2	2.02913505483188
1	164000001	164500000	2N D	2	2.01417136057721
1	164500001	1.65e+08	2N D	2	2.1119832598389
1	165000001	165500000	2N D	2	2.09441609285494
1	165500001	1.66e+08	2N D	2	1.99720608089759
1	166000001	166500000	2N D	2	2.0509203855325
1	166500001	1.67e+08	2N D	2	2.01134491057992
1	167000001	167500000	2N D	2	1.94820869032666
1	167500001	1.68e+08	2N D	2	1.99799519011375
1	168000001	168500000	2N D	2	1.99061213705707
1	168500001	1.69e+08	2N D	2	2.07505561417088
1	169000001	169500000	2N D	2	2.00565723107112
1	169500001	1.7e+08	2N D	2	1.98486550065411
1	170000001	170500000	2N D	2	2.00630254804462
1	170500001	1.71e+08	2N D	2	2.00254513228771
1	171000001	171500000	2N D	2	1.9804615817664
1	171500001	1.72e+08	2N D	2	2.00784570958521
1	172000001	172500000	2N D	2	2.0806797203476
1	172500001	1.73e+08	2N D	2	2.03629981584162
1	173000001	173500000	2N D	2	2.06962117002979
1	173500001	1.74e+08	2N D	2	1.92871147519079
1	174000001	174500000	2N D	2	1.90399200902776
1	174500001	1.75e+08	2N D	2	1.95793863291521
1	175000001	175500000	2N D	2	2.09306190761735
1	175500001	1.76e+08	2N D	2	2.11134598674501
1	176000001	176500000	2N D	2	1.92418173790431
1	176500001	1.77e+08	2N D	2	2.06596453586608
1	177000001	177500000	2N D	2	2.10301385898509
1	177500001	1.78e+08	2N D	2	2.12003139272471
1	178000001	178500000	2N D	2	1.95653009983379
1	178500001	1.79e+08	2N D	2	1.96814687103578
1	179000001	179500000	2N D	2	1.90474088454284
1	179500001	1.8e+08	2N D	2	2.0032788477773
1	180000001	180500000	2N D	2	1.90154062931754
1	180500001	1.81e+08	2N D	2	1.9395129948109
1	181000001	181500000	2N D	2	2.05351741795205
1	181500001	1.82e+08	2N D	2	2.05275832543453
1	182000001	182500000	2N D	2	2.05713405803014
1	182500001	1.83e+08	2N D	2	2.00731722895887
1	183000001	183500000	2N D	2	2.00840162296516
1	183500001	1.84e+08	2N D	2	2.10092395612877
1	184000001	184500000	2N D	2	2.05611486750356
1	184500001	1.85e+08	2N D	2	2.01543321024608
1	185000001	185500000	2N D	2	1.96251082725833
1	185500001	1.86e+08	2N D	2	2.04192894557857
1	186000001	186500000	2N D	2	2.08465718752758
1	186500001	1.87e+08	2N D	2	2.01146114843718
1	187000001	187500000	2N D	2	1.97988884990331
1	187500001	1.88e+08	2N D	2	1.91924197860328
1	188000001	188500000	2N D	2	2.02539809282986
1	188500001	1.89e+08	2N D	2	1.8990880614788
1	189000001	189500000	2N D	2	1.95973289743632
1	189500001	1.9e+08	2N D	2	2.12213911061699
1	190000001	190500000	2N D	2	1.97871395844196
1	190500001	1.91e+08	2N D	2	1.96902742120452
1	191000001	191500000	2N D	2	1.94075265000897
1	191500001	1.92e+08	2N D	2	1.97563149555214
1	192000001	192500000	2N D	2	1.95529694330071
1	192500001	1.93e+08	2N D	2	1.98560457617425
1	193000001	193500000	2N D	2	2.02310377423954
1	193500001	1.94e+08	2N D	2	1.98394325937027
1	194000001	194500000	2N D	2	1.98709677947697
1	194500001	1.95e+08	2N D	2	1.94099241093375
1	195000001	195500000	2N D	2	1.97711697058771
1	195500001	1.96e+08	2N D	2	1.98879776832219
1	196000001	196500000	2N D	2	1.9799411969074
1	196500001	1.97e+08	2N D	2	1.92712286194565
1	197000001	197500000	2N D	2	2.03949017548152
1	197500001	1.98e+08	2N D	2	1.89254259716627
1	198000001	198500000	2N D	2	1.98966363928287
1	198500001	1.99e+08	2N D	2	2.03403232740371
1	199000001	199500000	2N D	2	2.04400796135149
1	199500001	2e+08	2N D	2	1.97106376728428
1	200000001	200500000	2N D	2	1.99938919272906
1	200500001	2.01e+08	2N D	2	1.90141097050821
1	201000001	201500000	2N D	2	2.09629818842044
1	201500001	2.02e+08	2N D	2	2.05592370997547
1	202000001	202500000	2N D	2	2.01300267468071
1	202500001	2.03e+08	2N D	2	1.98571463541716
1	203000001	203500000	2N D	2	2.11479146473289
1	203500001	2.04e+08	2N D	2	1.93098077673839
1	204000001	204500000	2N D	2	2.06719274687962
1	204500001	2.05e+08	2N D	2	2.0521195039199
1	205000001	205500000	2N D	2	2.01038566964468
1	205500001	2.06e+08	2N D	2	NA
1	206000001	206500000	2N D	2	NA
1	206500001	2.07e+08	2N D	2	1.97308685564176
1	207000001	207500000	2N D	2	2.08114671937086
1	207500001	2.08e+08	2N D	2	1.80618945860242
1	208000001	208500000	2N D	2	2.071279600874
1	208500001	2.09e+08	2N D	2	2.16493007896511
1	209000001	209500000	2N D	2	2.05542613717374
1	209500001	2.1e+08	2N D	2	2.14155198715253
1	210000001	210500000	2N D	2	1.9682812146479
1	210500001	2.11e+08	2N D	2	2.12912104406162
1	211000001	211500000	2N D	2	1.96655123296398
1	211500001	2.12e+08	2N D	2	1.93932875478191
1	212000001	212500000	2N D	2	1.9707306845276
1	212500001	2.13e+08	2N D	2	1.94834302420365
1	213000001	213500000	2N D	2	1.87927914498327
1	213500001	2.14e+08	2N D	2	2.06853169695731
1	214000001	214500000	2N D	2	2.05932568717862
1	214500001	2.15e+08	2N D	2	2.00600784095258
1	215000001	215500000	2N D	2	2.02075846931768
1	215500001	2.16e+08	2N D	2	2.0320676744538
1	216000001	216500000	2N D	2	2.07199493403462
1	216500001	2.17e+08	2N D	2	2.05077153520249
1	217000001	217500000	2N D	2	2.07184161699346
1	217500001	2.18e+08	2N D	2	1.94626933060832
1	218000001	218500000	2N D	2	1.97010771801489
1	218500001	2.19e+08	2N D	2	2.08156091494867
1	219000001	219500000	2N D	2	2.04069219234448
1	219500001	2.2e+08	2N D	2	2.04534091337035
1	220000001	220500000	2N D	2	1.96201102748777
1	220500001	2.21e+08	2N D	2	2.009039128536
1	221000001	221500000	2N D	2	2.05356795077857
1	221500001	2.22e+08	2N D	2	2.05852081942029
1	222000001	222500000	2N D	2	2.12343206178409
1	222500001	2.23e+08	2N D	2	1.89714421009851
1	223000001	223500000	2N D	2	2.02694895605853
1	223500001	2.24e+08	2N D	2	NA
1	224000001	224500000	2N D	2	1.79351174008216
1	224500001	2.25e+08	2N D	2	1.97927520344478
1	225000001	225500000	2N D	2	1.99713723547548
1	225500001	2.26e+08	2N D	2	1.91243932087795
1	226000001	226500000	2N D	2	1.86336116038289
1	226500001	2.27e+08	2N D	2	2.08996024378868
1	227000001	227500000	2N D	2	1.90321110488416
1	227500001	2.28e+08	2N D	2	1.98015413174657
1	228000001	228500000	2N D	2	1.91104826502798
1	228500001	2.29e+08	2N D	2	1.76739805193056
1	229000001	229500000	2N D	2	2.06307293206293
1	229500001	2.3e+08	2N D	2	1.97253332235475
1	230000001	230500000	2N D	2	2.08711756083361
1	230500001	2.31e+08	2N D	2	2.06176903300912
1	231000001	231500000	2N D	2	1.99958599979798
1	231500001	2.32e+08	2N D	2	2.02444074961811
1	232000001	232500000	2N D	2	2.08751476161681
1	232500001	2.33e+08	2N D	2	2.1011219140357
1	233000001	233500000	2N D	2	2.07809039836547
1	233500001	2.34e+08	2N D	2	2.02114485494467
1	234000001	234500000	2N D	2	2.07416631343069
1	234500001	2.35e+08	2N D	2	2.05523538409731
1	235000001	235500000	2N D	2	NA
1	235500001	2.36e+08	2N D	2	1.91264675697345
1	236000001	236500000	2N D	2	1.99752311414929
1	236500001	2.37e+08	2N D	2	1.99166748327186
1	237000001	237500000	2N D	2	1.95549443014139
1	237500001	2.38e+08	2N D	2	1.96857350536
1	238000001	238500000	2N D	2	2.03159459615499
1	238500001	2.39e+08	2N D	2	1.99430719905516
1	239000001	239500000	2N D	2	2.03788507749283
1	239500001	2.4e+08	2N D	2	1.99116480289966
1	240000001	240500000	2N D	2	1.9760395557658
1	240500001	2.41e+08	2N D	2	1.94723095627063
1	241000001	241500000	2N D	2	2.00879407704515
1	241500001	2.42e+08	2N D	2	2.02887740290146
1	242000001	242500000	2N D	2	1.97650005823608
1	242500001	2.43e+08	2N D	2	2.0511946786695
1	243000001	243500000	2N D	2	1.72492592283926
1	243500001	2.44e+08	2N D	2	1.97292402230034
1	244000001	244500000	2N D	2	2.00317059670631
1	244500001	2.45e+08	2N D	2	1.92426821171262
1	245000001	245500000	2N D	2	1.92517022247419
1	245500001	2.46e+08	2N D	2	2.05190012949783
1	246000001	246500000	2N D	2	2.03993037562645
1	246500001	2.47e+08	2N D	2	1.91093073944025
1	247000001	247500000	2N D	2	1.84416581077775
1	247500001	2.48e+08	2N D	2	1.93196139669654
1	248000001	248500000	2N D	2	1.90744889570554
1	248500001	2.49e+08	2N D	2	NA
1	249000001	249500000	2N D	2	NA
10	1	5e+05	2N D	2	NA
10	500001	1e+06	2N D	2	1.97034047629728
10	1000001	1500000	2N D	2	1.98239241132282
10	1500001	2e+06	2N D	2	1.96299805786213
10	2000001	2500000	2N D	2	1.99938403181388
10	2500001	3e+06	2N D	2	1.95841045116106
10	3000001	3500000	2N D	2	1.9885923730336
10	3500001	4e+06	2N D	2	2.04706812602572
10	4000001	4500000	2N D	2	2.03131383429806
10	4500001	5e+06	2N D	2	1.99699826549917
10	5000001	5500000	2N D	2	1.96893818692529
10	5500001	6e+06	2N D	2	2.00668949242523
10	6000001	6500000	2N D	2	1.9958280223313
10	6500001	7e+06	2N D	2	2.06528621015869
10	7000001	7500000	2N D	2	2.07120586155774
10	7500001	8e+06	2N D	2	1.96390216811096
10	8000001	8500000	2N D	2	1.96927069250645
10	8500001	9e+06	2N D	2	2.00110135478685
10	9000001	9500000	2N D	2	2.01133813384119
10	9500001	1e+07	2N D	2	1.96124858549135
10	10000001	10500000	2N D	2	2.02538487146007
10	10500001	1.1e+07	2N D	2	2.05575056906976
10	11000001	11500000	2N D	2	2.04633077371805
10	11500001	1.2e+07	2N D	2	1.93733864995269
10	12000001	12500000	2N D	2	1.92965613100041
10	12500001	1.3e+07	2N D	2	2.02207460003727
10	13000001	13500000	2N D	2	1.93796248147193
10	13500001	1.4e+07	2N D	2	2.02931103216975
10	14000001	14500000	2N D	2	2.03362171545047
10	14500001	1.5e+07	2N D	2	2.0128303812458
10	15000001	15500000	2N D	2	1.87913202689323
10	15500001	1.6e+07	2N D	2	1.95152392166103
10	16000001	16500000	2N D	2	2.00234104242178
10	16500001	1.7e+07	2N D	2	2.09289378844048
10	17000001	17500000	2N D	2	1.97454265076546
10	17500001	1.8e+07	2N D	2	NA
10	18000001	18500000	2N D	2	NA
10	18500001	1.9e+07	2N D	2	1.94568712218428
10	19000001	19500000	2N D	2	1.93207281941237
10	19500001	2e+07	2N D	2	1.99996567438594
10	20000001	20500000	2N D	2	1.97003107221276
10	20500001	2.1e+07	2N D	2	2.03234139484371
10	21000001	21500000	2N D	2	2.02577716185472
10	21500001	2.2e+07	2N D	2	1.85917382840692
10	22000001	22500000	2N D	2	1.96625445909694
10	22500001	2.3e+07	2N D	2	1.96850121408912
10	23000001	23500000	2N D	2	1.96584084297658
10	23500001	2.4e+07	2N D	2	1.96087701380714
10	24000001	24500000	2N D	2	2.0429246592051
10	24500001	2.5e+07	2N D	2	2.01617243438654
10	25000001	25500000	2N D	2	1.93330925926523
10	25500001	2.6e+07	2N D	2	1.98332887681592
10	26000001	26500000	2N D	2	1.97999013419221
10	26500001	2.7e+07	2N D	2	1.92407665945236
10	27000001	27500000	2N D	2	1.89183873662727
10	27500001	2.8e+07	2N D	2	1.95044066288988
10	28000001	28500000	2N D	2	1.98978758804866
10	28500001	2.9e+07	2N D	2	1.95317376936971
10	29000001	29500000	2N D	2	2.02879341502402
10	29500001	3e+07	2N D	2	1.97241837945661
10	30000001	30500000	2N D	2	2.04008639429064
10	30500001	3.1e+07	2N D	2	1.92620931132597
10	31000001	31500000	2N D	2	1.96691944253336
10	31500001	3.2e+07	2N D	2	2.01127053638242
10	32000001	32500000	2N D	2	1.92255715709064
10	32500001	3.3e+07	2N D	2	1.96388742253402
